ALDEBURGH-IKEN-WAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM444573,Long,1.571847,Lat,52.159828,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1364/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,4.79,1.99,2.54,2.97,3.33,1.59,1.75,1.81,2.02,3.52,0.86,1.45,1.88,2.72,0.91,1.89,2.19,4.2,1.31,2.27,2.13,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.61,1.36,2.21,0.6,0.52,1.52,1.78,1.54,2.08,0.9,0.98,2.37,3.42,0.97,1.21,2.38,2.34,1.62,2.28,3.19,0.17,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.29,2.12,3.15,2.41,2.33,0.39,0.29,0.94,2.16,4.32,0.65,0.97,0.4,2.75,3.01,0.37,2.26,1.84,0.66,1.18,1.34,1.58,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,0.61,2.87,1.15,1.03,0.63,0.83,1.74,1.64,0.9,1.33,1.28,1.19,1.77,2.93,0.73,1.47,0.41,0.22,0.92,0.29,1.26,1.66,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.55,0.75,0.09,1.82,1.68,0.91,0.62,2.11,1.52,0.62,1.2,1.93,1.55,1.8,1.49,1.74,1.32,2.51,0.58,1.17,2.99,0.21,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.77,1.44,0.52,0.75,0.72,1.73,1.66,1.91,4.13,2.12,2.28,0.57,1.23,1.1,1.38,0.98,2.66,2.74,1.72,1.6,3.22,0.51,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.57,1.07,3.72,2.41,2.38,1.35,1.3,1.41,3.09,2.23,1.31,0.51,1.56,2.07,1.18,2.49,2.18,0.71,1.57,3.28,2.6,1.81,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,0.18,1.47,0.46,3.89,1.01,0.88,1.16,2.39,5.25,0.08,3.22,1.07,2.05,3.04,3.78,1.73,4.59,2.39,3.8,3.19,2.51,1.96,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.27,0.73,0.85,0.35,2.05,2.75,2.59,0.94,2.27,1.15,1.25,2.67,2.61,2.74,4.2,1.62,1.09,0.89,1.37,3.22,2.1,0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.58,8.4,2.34,2.32,3.99,1.56,4.31,1.24,0.86,0.41,1.47,3.7,0.49,0.6,2,1.7,1.19,5,1.85,1.54,2.03,2.06,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
