MELTON-MOWBRAY-WHITE-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK756187,Long,-0.881137,Lat,52.760625,Elevation,239,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.2,2.1,2.07,3.52,2.12,2.44,3.28,1.06,2,1.42,2.73,1.97,3.1,1.33,3.13,1.68,1.21,1.7,1.88,1.42,3.71,2.78,2.43,4.86,2.25,2.81,2.35,3.39,2.39,1.82,2.38,1.61,4.39,1.03,1.02,2.74,2.01,0.79,1.47,2.61,3.8,1.48,2.34,2.98,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,4.5,0.7,1.57,2.36,1.24,0.35,2.17,3.92,0.76,2.15,1.86,2.14,1.64,0.55,0.65,2.66,0.72,3.36,0.55,2.05,2.21,3.27,0.65,0.85,3.04,2.37,0.92,0.75,1.66,1.8,3.73,1.51,1.61,0.55,3.55,3.22,0.76,1.55,2.5,2.2,0.73,2.55,3.33,0.04,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.8,1.1,0.83,3.24,2.5,0.91,1.8,1.29,0.61,0.91,0.52,2.56,1.37,0.15,1.56,0.18,1.86,2.51,1.79,0.74,1.51,2.54,0.26,2.05,2.33,3.34,1.33,0.85,0.37,0.71,1.14,5.15,0.57,1.07,0.78,3.28,2.29,1.34,1.98,2.64,0.79,1.87,1.61,2.25,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.9,1.5,2.27,1.59,4.35,1.05,3.22,1.99,1.55,1.29,1.63,1.68,0.71,1.25,3.42,3.61,2.35,0.91,3.28,2.9,2.12,3.39,0.06,2.01,2.35,1.81,0.91,0.95,2.22,1.46,1.34,2.34,1.11,2.22,1.68,2.2,1.33,2.03,0.4,1.18,1.13,0.45,0.66,1.74,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.7,1.3,1.8,1.49,2.26,1.98,0.85,1.41,3.57,2.96,2.98,0.98,1.55,1.73,2.68,3,4.66,1.55,0.72,0.83,1.13,3.52,2.56,0.89,0.78,2.54,3.13,2.13,0.95,2.18,1.35,1.29,2.23,2.21,2.34,2.58,1.58,1.72,2.85,3.28,0.61,1.22,1.96,0.46,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.3,1.4,0.49,1.02,2.56,0.61,1.08,0.63,2.71,0.1,2.69,4.66,3.9,1.59,0.9,2.06,0.5,2.72,0.68,2.45,2.67,1.03,1.22,1.89,1.23,1.01,0.63,1.84,1.75,2.45,2.9,2.08,2.1,0.28,1.16,1.26,1.7,4.73,2.67,2.58,3.43,1.87,4.68,1.03,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2,1.9,2.9,3.86,2.77,0.3,4.59,3.58,2.55,2.25,2.85,2.17,1.49,1.35,3.83,3.22,5.11,2.34,1.65,0.32,4.8,3.8,2.58,4,3.17,4.1,2.52,1.08,1.89,2.81,1.37,2.54,1.15,2.09,1.98,1.09,0.42,1.78,2.98,0.56,3.27,6.44,2.98,1.22,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.6,5.4,1.47,2.5,0.86,3.23,6.33,2.07,2.09,1.16,3.2,3.73,2.92,1.63,2.34,2.83,2.11,0.56,2.3,1.58,1.23,0.3,1.89,4.14,0.47,4.08,2.16,1.69,2.56,2.51,4.3,0.26,3.2,1.46,1.82,3.77,2.6,2.71,5.27,0.44,4.12,1.67,2.37,0.99,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.3,1.8,3.68,1.87,1.54,0.92,1.77,2.13,2.44,3.16,1.66,4.11,0.53,1,4.31,2.8,1.99,2.6,1.38,3.66,2.3,1.2,1.25,0.95,0.63,0.73,0.89,2.07,3.97,1.28,4.91,0.99,3.29,1.07,3.57,1.08,1.81,1.06,2.13,0.79,1.53,4.17,1.98,0.05,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.3,3.1,1.53,1.85,1.28,1.62,0.99,2.86,4.18,2.76,2.13,1.82,3.91,2.72,1.93,0.59,3.4,2.76,1.2,3.15,1.65,2.39,1.99,3.94,3.77,2.76,2.82,1.55,2.68,3.21,1.48,0.25,1.96,4.34,0.63,0.91,2.9,2.06,2.94,1.71,1.45,1.02,1.96,1.83,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
