MAISLEY HAMPTON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2199,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.07,4.57,3.22,4.34,1.08,4.28,
February,,,,,,3.10,2.10,3.50,2.52,0.60,0.65,
March,,,,,,0.26,0.78,2.61,2.38,0.17,2.08,
April,,,,,,1.65,2.48,1.71,1.03,0.97,2.34,
May,,,,,,3.33,3.42,1.19,0.86,2.39,1.22,
June,,,,,,0.10,1.95,4.00,2.80,1.18,1.37,
July,,,,,,3.15,2.00,3.49,2.87,1.10,3.23,
August,,,,,,3.59,1.30,3.75,2.28,2.39,2.33,
September,,,,,,3.33,1.23,5.29,1.01,0.34,3.84,
October,,,,,,3.34,2.69,1.70,5.22,4.09,1.86,
November,,,,,,1.92,6.15,2.45,3.08,6.65,3.67,
December,,,,,4.52,3.21,0.41,3.04,2.75,6.13,3.48,
Total,,,,,,29.05,29.08,35.95,31.14,27.09,30.35,
Calc annual,0.00,0.00,0.00,0.00,4.52,29.05,29.08,35.95,31.14,27.09,30.35,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,
