Rainfall at,MARLBOROUGH COLLEGE
,
Station no,,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,,,3.86,4.40,4.10,5.34,3.75,
February,,,,,,2.34,3.86,2.53,2.18,2.48,
March,,,,,3.27,1.21,2.33,3.82,1.82,1.50,
April,,,,,1.92,0.99,2.39,2.83,2.61,1.53,
May,,,,,1.54,2.62,1.92,2.45,1.51,4.01,
June,,,,,1.63,2.83,3.24,1.70,0.46,1.23,
July,,,,,0.65,2.56,1.60,4.05,0.98,0.75,
August,,,,,0.52,3.97,3.04,2.58,4.78,1.54,
September,,,,,2.46,0.19,7.07,2.32,5.08,5.72,
October,,,,,1.95,7.31,1.79,3.55,2.86,1.97,
November,,,,,3.15,3.89,3.10,1.49,1.62,2.52,
December,,,,,2.14,2.46,3.31,1.62,5.68,3.69,
Total,,,,,,34.23,38.05,33.04,34.92,30.69,
Calc annual,0.00,0.00,0.00,0.00,19.23,34.23,38.05,33.04,34.92,30.69,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,
