RUSHDEN ALFRED STREET SCHOOL,,,,,,,,,,,,
Grid ref,SP956667,Long,-0.599788,Lat,52.290128,,,,,,,
Station no,RR7063,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.76,,
February,,,,,,,,,1.35,0.39,,
March,,,,,,,,,2.37,2.29,,
April,,,,,,,,,2.67,1.50,,
May,,,,,,,,,1.80,1.23,,
June,,,,,,,,,0.98,3.23,,
July,,,,,,,,,1.82,3.02,,
August,,,,,,,,,2.66,1.96,,
September,,,,,,,,,1.32,2.50,,
October,,,,,,,,,1.43,3.16,,
November,,,,,,,,,0.84,0.79,,
December,,,,,,,,,1.23,3.51,,
Total,,,,,,,,,,24.34,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.47,24.34,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
