"WINDSOR (FOREST PARK GARDENS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,781/2,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,0.76,3.23,
February,,,,,,,,,,0.98,0.66,
March,,,,,,,,,,0.05,1.43,
April,,,,,,,,,,1.02,2.06,
May,,,,,,,,,,2.17,2.26,
June,,,,,,,,,,0.94,1.76,
July,,,,,,,,,,1.33,1.81,
August,,,,,,,,,,1.43,2.96,
September,,,,,,,,,,0.23,3.23,
October,,,,,,,,,,3.62,1.15,
November,,,,,,,,,,5.51,4.08,
December,,,,,,,,,,5.48,2.42,
Total,,,,,,,,,,23.52,27.05,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.52,27.05,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,
