DORKING-HOLMWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ179452,Long,-0.3141334,Lat,51.193868,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,7.14,5,2.02,4.38,1.21,7.59,2.63,3.31,0.74,1.38,2.15,3.47,3.7,2.39,4.28,2.19,1.44,1.88,3.78,3.21,0.76,2.59,5.13,2.2,1.38,2.07,0.75,3.57,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.03,2.16,2.42,1.88,4.01,2.36,2.4,4.48,3.99,3.52,2.43,4.77,2.01,4.03,0.53,0.93,1.35,2.64,0.72,0,1.14,4.16,2.34,0.2,0.52,3.55,1.95,3.63,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.82,2.17,0.71,0.86,3.87,2.94,1.03,0.82,1.18,2.85,1.31,1.07,2.41,1.98,2.02,2.69,4.34,2.63,2.65,2.47,1.41,0.49,1.89,2.32,4.09,4.95,1.71,1.08,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.9,0.93,2.56,1.11,2.66,3.41,2.8,3.1,2.21,0.56,2.92,1.93,1.52,1.26,2.21,1.56,1.66,2.67,3.15,0.9,1.17,0.1,2.38,2.34,0.63,2.17,1.45,3.36,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,3.13,1.39,1.68,1.96,0.81,2.44,4.04,4.39,0.49,2.39,1.62,2.25,0.6,3.06,4.49,1.61,1.45,3.16,1.51,2.68,1.53,0.6,2.37,0.46,0.23,1.42,3.32,1.61,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.8,2.46,5.11,3.08,2.2,1.78,1.14,5.63,2.87,1.68,2.78,2.17,1.71,2.08,0.76,0.78,3.67,1.17,2.68,2.45,3.36,0.98,2.66,0.33,3.47,1.99,1.81,1,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.39,2.98,2.23,2.5,4.91,0.65,4.88,0.77,4.1,5.81,2.67,3.23,2.38,1.58,0.26,3.28,0.99,5.06,1.85,4.26,3.5,1.99,3.01,4.88,5.16,1.25,1.51,0.82,1.26,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.71,1.74,2.83,2.82,1.22,3.38,3.3,4.87,5.46,1.16,5.71,2.03,1.24,1.2,1.29,1.63,2.97,2.46,3.58,2.98,5.99,3.56,0.83,2.77,3.22,2.16,3.7,1.37,0.86,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,6.77,2.21,2.8,3.8,3.02,4.35,2.09,1.09,4.25,5.98,2.71,2.68,4.27,2.8,5.65,2.41,3.39,0.99,0.98,1.08,1.23,2.25,1.83,2.43,0.72,8.2,3.53,0.74,3.96,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,1.41,8.82,4.1,5.51,5.58,2.07,3.19,3.77,1.02,6.4,2.69,6.31,2.83,1.73,4.3,3.3,1.44,1.76,5.73,1.38,7.48,4.17,4.54,4.48,3.58,4.65,0.81,4.36,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
