STRATTON-AUDLEY-BICESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP608275,Long,-1.1169103,Lat,51.942688,Elevation,381,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.76,2.9,2.5,2.57,3.91,0.91,1.17,3.57,1.8,2.09,2.67,1.7,4.41,1.41,2.6,0.47,0.88,1.11,2.34,1.84,1.68,2.45,,,,1.8,1.57,0.59,1.16,2.05,2.86,0.72,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.97,1.87,1.48,1.61,2.38,1.87,0.96,1.68,1.42,1.49,1.16,1.74,1.22,1.41,3.04,2.16,2.25,1.43,3.3,0.96,2.6,1.05,,,,0.74,0,0.71,1.21,1.97,0.13,0,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.7,1.23,2.26,1.71,1.19,1.64,0.73,1.86,2.09,0.76,0.96,3.22,1.71,0.42,0.87,1.68,1.73,1.45,1.18,1.56,1.08,1.19,,,,0.9,0.97,0.47,0.37,1.52,1.88,1.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.2,2.41,1.96,1.18,1.37,0.57,2.58,2.08,0.37,1.17,1.81,2.27,2.59,2.94,3.22,1.63,0.46,3.77,1.14,1.36,1.59,1.47,,,,1.16,0.76,0.76,0.14,0.94,1.7,0.89,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.76,2.14,2.93,0.54,4.14,1.11,0.41,1.78,2.26,0.99,1.89,0.32,2.66,3.94,2.46,0.93,1.3,1.83,1.81,0.62,2.41,3.99,,,,1.39,3.56,1.07,1.65,2.09,,0.3,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.91,2.47,1.79,0.61,1.82,0.93,4.11,2.39,4.31,0.49,3.2,1.56,0.64,2.04,5.64,2,1.87,3.11,2.72,1.62,2.38,0.94,,,,1.81,0.84,1.92,0.84,2.31,0.89,2.19,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,4.08,1.44,3.38,0.77,0.56,2.56,3.51,3.75,1.96,0.84,4.32,0.83,3.04,0.85,3.92,7.49,3.89,2.49,4.14,1.71,0.22,5.11,,,,3.23,3.18,2.48,3.36,3.1,0.1,0.93,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.92,3.22,2.22,2.43,1.25,2.17,0.41,2.43,2.61,1.37,2.4,2.48,3.79,6.35,5.38,0.46,5.2,1.67,0.66,1.62,2.24,1.44,,,,2.09,3.97,2.03,1.73,3.33,2.02,1.81,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.17,5.65,1.52,4.29,2.76,1.47,4.39,0.99,1.73,2.34,2.4,5.18,2.07,1.65,2.54,4.5,1.45,2.78,4.81,1.09,4.59,1.56,,,,1.58,1.14,2.37,0.87,4.18,0.47,6.11,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,4.28,2.46,2.13,2.2,1.11,3.31,1,2.87,2.27,2.38,7.48,1.34,1.32,2.32,0.75,5.36,2.67,6.03,1.63,1.04,3.77,3.57,,,,1.08,6.05,3.99,2.45,1.18,1.85,1.88,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
