MAUGHOLD HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC498914,Long,-4.309436,Lat,54.29607,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,2.92,4.3,0.85,3.79,5.13,3.46,2.61,3.18,2.91,9.55,1.91,7.94,1.43,9.76,1.81,6.56,4.08,2.73,2.23,4.61,1.47,5.31,4.05,4.44,4.5,4,1.38,6.08,6.22,4.06,3.8,-999,4.87,8.6,2.06,2.04,6.74,4.03,1.77,2.27,3.01,2.94,4.33,3.51,,4.15
February,,,,,,5.8,2.27,0.2,4.2,0.97,0.85,0.52,2.37,2.77,0.43,3.1,4.79,1.75,2.36,1.81,0.75,3.04,0.13,2.5,0.23,3.42,2.79,5.73,1.52,0.68,3.36,3.72,2.25,2.39,0.97,3.69,-999,0.23,2.56,2.02,4.64,3.61,0.7,1.69,3.45,1.5,0.65,4.21,2.61,,5.09
March,,,,,,0.95,1.25,1,2.43,2.98,2.2,1.97,1.35,0.82,1.3,1.09,1.81,3.32,4.06,0.61,1.76,0.67,1.79,2.11,0.95,2.22,2.26,1.62,1.74,2.85,4.17,2.31,2.61,0.59,0.8,1.34,1.57,7.48,2.76,2.15,3.21,4.03,3.05,0.4,3.12,0.75,1.99,1.63,0.74,,0.97
April,,,,,,2.75,1.54,0.65,1.2,1.21,2.22,1.01,2.35,1.18,1.62,2.49,2.41,1.17,0.54,0.77,1.13,1.84,3.03,1.12,1.71,3.1,1.01,3.08,0.35,2.03,3.05,2.59,1.92,2.59,1.78,2.39,0.57,4.88,1.98,2.47,2.68,2.4,2.36,2.91,0.75,2.44,0.51,1.15,0.53,,2.38
May,,,,,,1.32,2.65,2.25,2.72,1.1,2.23,1.53,0.32,0.98,4.31,4.41,2.52,1.88,0.56,2.11,1.23,1.96,3.36,1.94,2.39,0.49,3.61,1.26,4.42,0.68,1.43,3.16,2.84,3.53,2.11,3.4,1.01,5.17,1.69,0.95,0.9,3.31,2.73,3.26,3.18,2.47,0.28,2.87,2.49,,2.21
June,,,,,,0.67,1.35,0.75,1.5,1.85,1.23,0.21,0.4,0.25,1.61,0.03,2.2,2.65,4.68,1.62,1.54,4.96,1.9,1.19,1.81,3.2,2.94,2.07,4.93,2.37,1.26,0.68,0.62,2.31,1.76,2.19,2.35,4.71,4.93,0.44,0.87,0.94,1.93,1.15,2.04,3.59,1.68,1.84,3.54,,1.3
July,,,,,,3.38,0.81,0.3,3.15,0.99,1.92,3.15,1.94,1.22,2.69,2.01,3.49,2.78,1.81,2.13,1.56,2.17,2.18,1.76,0.57,1.19,3.77,2.51,3.75,4.38,2.74,1.46,2.07,1.47,3.32,-999,3.54,3.13,2.37,4.79,2.89,1.76,1.09,1.6,2.22,2.02,4.31,2.5,2.03,,4.2
August,,,,,,0.75,1,2.35,1.95,2.63,1.69,1.91,1.01,3.42,2.36,2.5,4.51,3.51,6.36,3.28,4.38,2.85,3.54,0.92,2.95,1.57,2.32,1.87,1.94,0.54,0.73,2.6,4,4.21,2.5,-999,3.72,0.13,5.31,1.61,5.19,5.09,5.76,3.53,2.66,1.58,6.67,3.09,2.64,,2.93
September,,,,,,1.4,1.4,1.58,8.53,3.22,1.38,1.35,2.05,2.03,6.07,3.41,2.35,5.7,2.38,0.36,5.26,2.05,5.18,1.75,4.76,5.95,4.51,2.06,1.69,0.85,2.62,1.67,2.9,2.75,4.97,2.2,5.67,2.02,3.47,1.9,8.85,5.26,3,4.7,5.47,1.8,4.24,3.72,4.5,,3.81
October,,,,,1.42,3.92,2.6,2.56,6.82,2,2.18,1.89,0.99,5.15,2.81,5.48,3.91,4.66,8.53,6.9,4.98,3.4,5.02,3.57,0.85,4.7,3.21,5.44,7.46,3.34,4.12,4.27,3.76,6.01,5.23,3.5,0.41,1.31,3.46,5.59,4.27,0.58,3.71,3.07,6.58,1.41,1.82,4.35,3.44,,4.42
November,,,,,4.99,2.28,1.6,0.96,4.08,2.41,1.54,2.59,2.12,3.59,1.16,2.96,5.26,4.26,7.44,7.57,3.63,11.45,1.96,2.93,2.19,5.1,3.8,1.58,5.65,3.98,6.61,2,1.49,3.6,7.79,0.09,5.03,4.71,3.48,4.26,4.07,6.23,2.6,5.22,8.24,1.85,0.96,1.76,3.16,,8.77
December,,,,,7.03,6.72,1.85,1.73,6.79,5.31,2.52,2.48,3.29,4.21,4.26,3.43,1.21,0.46,4.15,8.13,4.73,3.54,4.55,1.61,9.2,3.09,5.57,4.65,3.39,3.75,4.79,1.97,4.63,1.79,2.63,3,4.31,1.76,5.62,4.2,2.93,6.7,2.49,1.89,6.44,3.82,5.4,2,4.94,,4.69
Total,,,,,,32.86,22.62,15.18,47.16,29.8,23.42,21.22,21.37,28.53,38.17,32.82,42.4,33.57,52.63,37.1,37.51,42.01,35.37,23.63,32.22,35.5,41.1,35.92,41.28,29.95,38.88,27.81,35.17,37.46,37.92,29.05,34.43,40.4,46.23,32.44,42.54,46.65,33.45,31.19,46.42,26.24,31.45,33.45,34.13,,44.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Jan 4.5 not the 45.0 on the record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 July-Aug apportioned so treat as bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 Jan-Feb approtioned so treat as bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
