"OCHTERTYRE (STIRLING)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5509,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,100.00,6.79,4.88,2.66,5.48,5.64,7.55,3.66,2.54,,
February,,100.00,3.76,1.52,5.85,3.04,1.40,4.86,3.99,3.96,,
March,,3.39,2.12,0.38,2.73,2.49,3.55,3.26,1.36,2.65,,
April,,3.65,1.65,2.94,1.89,0.39,6.71,2.77,2.61,2.90,,
May,,3.26,5.89,2.38,4.79,1.63,4.26,1.87,1.67,1.30,,
June,,1.74,3.93,3.07,3.78,2.84,3.52,5.85,1.52,1.80,,
July,,1.77,0.51,3.27,3.86,3.36,4.35,4.02,1.88,4.80,,
August,,4.75,6.48,2.70,1.88,3.95,0.00,8.43,4.20,4.58,,
September,,6.04,3.70,4.05,6.82,5.65,4.13,5.29,1.56,9.28,,
October,,3.85,6.65,4.21,5.16,0.77,2.06,4.93,5.82,3.13,,
November,,0.61,2.40,7.26,0.39,6.10,4.59,2.47,3.45,2.89,,
December,,1.38,2.10,4.94,4.08,4.64,1.88,6.60,6.04,1.70,,
Total,,100.00,45.98,41.60,43.89,40.34,42.09,57.90,37.76,41.53,,
Calc annual,0.00,230.44,45.98,41.60,43.89,40.34,42.09,57.90,37.76,41.53,,
Difference,NaN,-130.44,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
