BOLTON W.W (WAYOH) NO.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD733163,Long,-2.405337,Lat,53.642524,Elevation,608,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.82,7.34,8.83,7.03,3.49,5.07,3.31,5.72,4.72,7.09,6.25,3.25,1.51,6.95,7.06,8.07,5.33,6.61,4.37,12.29,3.93,5.1,5.75,6.03,2.02,5.72,3.44,7.21,4.61,4.99,3.6,7.24
February,,,,,,,,,,1.41,0.53,7.2,0.15,4.85,0.48,8.5,3.3,7.72,2.64,5.95,3.03,6.37,2.27,3.96,3.05,7.27,8.56,1.1,3.97,3.85,6.14,3.91,2.48,1.91,4.71,2.77,1.26,3.68,8.98,0.83,4.11
March,,,,,,,,,,2,3.09,0.54,4.02,3.37,3.76,2.09,3.84,2.15,2.07,2.79,3.39,3.79,4.5,1.75,1.05,1.88,1.19,7.14,2.35,2.65,3.06,5.63,3.02,3.27,3.6,2.41,1.97,4.69,2.67,2.42,1.58
April,,,,,,,,,,1.54,3.04,4.1,4.96,2.23,3.11,4.35,1.19,4.81,1,3.29,3.48,1.82,3.03,3.68,4,2.99,1.53,4.62,2.89,5.15,4.56,3.13,3.95,3.78,1.13,3.5,3.27,0.83,1.98,4.09,3.52
May,,,,,,,,,,3.58,3.76,3,5.39,2.05,5.09,1.58,1.37,2.17,5,2.11,0.95,3.68,4.12,3.96,4.07,4.73,1.91,3.01,2.39,4.2,2.25,2.28,2.29,2.98,3.3,5.05,2.26,2.29,5.47,1.51,2.51
June,,,,,,,,,,2,2.26,6.52,1.09,3.08,3.16,4.99,4.56,2.36,5.85,4.07,1.09,0.63,0.77,5.47,4.59,5.87,4.22,3.3,8.24,0.79,2.56,1.4,3.84,3.13,4.22,3.9,3,2.57,5,3.1,1.42
July,,,,,,,,,,4.55,6.48,5.92,4.23,4.23,2.45,2.56,5.31,2.75,5.51,9.52,5.27,3.36,6.73,4.15,4.64,3.85,4.61,3.41,2.95,2.45,5.04,3.85,2.41,7.88,8.81,1.35,7.82,6.96,4.4,5.68,9.93
August,,,,,,,,,,6.94,8.49,6.09,1.57,2.69,5.56,2.07,3.73,3.06,3.49,3.23,2.73,7.99,6.3,8.76,4.17,3.57,8.97,0.24,6.16,3.58,7.82,5.39,6.02,6.12,6.94,2.07,13.15,8.08,5,0.59,6.17
September,,,,,,,,,,3.02,4.55,4.96,6.94,1.05,4.41,8.81,6.46,2.09,2.93,1.5,5.85,1.43,3.87,5.61,7.46,4.13,9.09,4.19,4.18,2.3,10.58,4.03,5,6.31,7.11,5.2,4.17,8.98,5.79,0.45,3.84
October,,,,,,,,,,8.88,8.17,3.44,9.96,5.82,8.04,12.22,6.92,2.54,13.51,2.68,5.57,6.06,9.52,4.31,7.01,7.52,1.32,1.19,4.31,5.73,3.8,0.79,5.04,2.31,10.14,3.26,4.14,8.34,5.71,6.27,5.76
November,,,,,,,,,,10.25,8.42,10.15,4.63,2.79,2.37,5.88,7.98,2.2,7.82,9.06,9.79,3.56,1.73,5.63,9.47,0.93,9.03,7.24,2.7,7.46,8.34,9.73,3.24,6.64,8.73,2.73,2.3,2.43,2.48,5.59,9.04
December,,,,,,,,,,10.27,5.31,3.35,3.04,0.81,8.28,4.89,6.31,3.6,5.94,3.93,7.22,3.56,6.3,3.37,5.84,4.28,4.83,4.57,5.1,9.05,4.35,12.15,5.63,2.53,9.16,7.35,5.33,6.91,5.48,10.83,6.41
Total,,,,,,,,,,57.26,61.44,64.1,53.01,36.46,51.78,61.25,56.69,40.17,62.85,54.38,51.62,43.76,56.09,57.71,63.42,52.35,61.87,44.38,57.53,51.14,63.6,58.04,48.95,48.88,73.57,43.03,55.88,60.37,57.95,44.96,61.53
