"SEVENOAKS (OAK LANE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,380/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,6.03,3.87,5.34,2.86,,
February,,,,,,,5.53,1.22,1.71,2.12,,
March,,,,,,,4.07,0.60,1.60,3.38,,
April,,,,,,,2.97,0.63,2.74,2.22,,
May,,,,,,,2.64,2.79,1.83,2.13,,
June,,,,,,,2.69,0.73,0.91,0.27,,
July,,,,,,3.49,0.89,1.89,1.71,4.27,,
August,,,,,,0.75,2.13,1.74,3.00,0.10,,
September,,,,,,2.20,3.15,2.31,1.60,1.25,,
October,,,,,,2.44,2.36,3.52,8.09,4.02,,
November,,,,,,4.73,1.84,3.08,6.24,8.36,,
December,,,,,,3.36,5.12,3.83,1.70,2.20,,
Total,,,,,,,39.42,26.21,36.47,33.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,16.97,39.42,26.21,36.47,33.18,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,,
