"WORKSOP CARLTON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4400,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.45,1.80,3.34,0.94,1.79,1.65,2.28,1.41,,,,
February,1.85,0.21,2.55,3.88,1.17,2.46,1.24,1.64,,,,
March,1.72,0.90,1.32,1.59,0.90,0.69,0.66,2.34,,,,
April,3.51,0.87,2.66,1.74,1.57,1.90,1.51,1.81,,,,
May,2.67,1.30,0.78,2.89,2.63,3.45,2.08,1.07,,,,
June,2.37,0.37,0.78,0.81,1.22,0.18,2.37,2.81,,,,
July,2.97,0.45,2.70,3.90,2.25,1.41,1.65,2.55,,,,
August,0.61,3.93,4.03,2.21,2.82,1.88,2.78,3.18,,,,
September,1.58,0.59,2.12,2.19,1.79,3.14,1.04,3.85,,,,
October,1.54,2.90,0.52,1.30,3.73,2.60,1.67,1.62,,,,
November,1.15,1.56,0.81,2.14,1.45,2.13,3.17,2.22,,,,
December,2.08,1.59,2.91,2.48,1.95,1.91,0.80,2.29,,,,
Total,24.50,16.47,24.52,26.07,23.27,23.40,21.25,26.79,,,,
Calc annual,24.50,16.47,24.52,26.07,23.27,23.40,21.25,26.79,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,
