"PETERBOROUGH (WOODSTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1137,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,0.67,0.77,1.50,0.94,1.15,2.53,2.27,2.22,4.10,2.15,,
February,2.35,0.32,1.50,0.48,1.19,2.04,2.49,0.83,0.30,1.91,,
March,0.30,1.04,2.25,1.15,0.41,1.13,2.99,0.18,1.64,1.93,,
April,2.35,2.24,0.76,1.49,2.39,2.16,2.36,0.07,2.09,1.27,,
May,2.14,3.16,1.03,0.58,0.75,0.50,4.13,2.02,0.81,0.82,,
June,1.66,0.10,3.69,1.22,2.55,4.29,1.13,1.05,1.81,0.63,,
July,2.89,4.50,0.98,1.64,0.34,4.86,2.47,1.77,1.77,2.19,,
August,3.39,2.79,0.96,1.80,1.09,0.46,1.00,1.76,2.82,0.14,,
September,2.61,2.49,2.41,1.50,3.19,2.12,1.07,1.92,1.22,0.16,,
October,0.47,3.57,1.58,0.80,2.30,1.04,2.21,1.54,4.05,2.04,,
November,2.35,1.42,1.83,2.00,3.44,1.84,1.33,1.31,3.09,5.44,,
December,0.70,0.13,0.45,2.97,2.45,1.48,2.11,2.55,1.52,1.14,,
Total,21.88,22.53,18.94,16.57,21.25,24.45,25.56,17.22,25.22,19.82,,
Calc annual,21.88,22.53,18.94,16.57,21.25,24.45,25.56,17.22,25.22,19.82,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
