PETERBOROUGH-WOODSTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL179975,Long,-0.262134,Lat,52.562568,Elevation,37,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.39,1.5,0.67,,,0.94,1.15,2.53,2.27,2.22,4.1,2.15,2.94,1.88,3.28,1.64,1.81,1.48,1.79,3.08,1.01,0.84,2.42,1.49,0.97,0.79,1.86,3.88,0.95,2.4,2.97,3.14
February,,,,,,,,,,1.07,0.46,,0.32,,0.48,1.19,2.04,2.49,0.83,0.3,1.91,1.86,0.92,0.42,0.87,1.28,1.48,2.06,0.45,0.65,2.95,3.04,0.43,1.67,2.09,2.03,0.64,2.33,3.08,0.12,2.13
March,,,,,,,,,,0.2,1.63,,1.04,,1.15,0.41,1.13,2.99,0.18,1.64,1.93,3.5,1.12,0.68,0.2,0.65,0.89,4.69,0.42,1.81,0.57,3.09,2.56,0.68,2.16,2.06,0.81,1.45,1.34,1.79,1.58
April,,,,,,,,,,0.68,1.6,,2.24,0.76,1.49,2.39,2.16,2.36,0.07,2.09,1.27,0.97,0.51,0.81,1.93,0.66,0.69,1.92,1.12,1.44,2.12,2.78,1.44,1.57,0.22,0.71,0.92,0.25,0.66,1.4,0.24
May,,,,,,,,,,0.75,3.12,2.14,3.16,1.03,0.58,0.75,0.5,4.13,2.02,0.81,0.82,2.23,2.23,1.84,0.83,3.1,1.74,0.53,3.13,2.29,3.53,3.13,1.85,1.51,2.96,2.88,0.79,1.63,2.41,0.65,0.93
June,,,,,,,,,,1.83,0.21,1.66,0.1,3.69,1.22,2.55,4.29,1.13,1.05,1.81,0.63,1.08,0.53,1.71,1.81,1.48,1.91,3.23,2.46,0.63,1.84,1.18,1.45,3.16,2.28,2.17,2.39,1.95,5.08,0.21,2.39
July,,,,,,,,,,1.11,2.89,2.89,4.5,0.98,1.64,0.34,4.86,2.47,1.77,1.77,2.19,2.8,2.7,0.73,1.94,1.63,1.93,1.95,1.09,2.04,3.09,0.62,0.35,1.77,1.83,0.29,3.1,3.89,2.91,2.3,3.11
August,,,,,,,,,,0.8,2.1,3.39,2.79,0.96,1.8,1.09,0.46,1,1.76,2.82,0.14,3.92,1.56,1.71,2.22,3.21,3.31,0.04,2.73,1.5,1.87,4.4,3.33,2.2,4.12,1.33,4.2,1.72,1.78,0.81,1.93
September,,,,,,,,,,0.75,4.36,2.61,2.49,2.41,1.5,3.19,2.12,1.07,1.92,1.22,0.16,0.48,1.06,0.99,3.33,1.44,3.06,0.82,1.79,0.58,2.68,1.4,2.34,0.64,1.74,1.91,1.45,4.43,2.16,0.01,2.96
October,,,,,,,,,2.96,2.43,0.64,0.47,3.57,1.58,0.8,2.3,1.04,2.21,1.54,4.05,2.04,2.23,1.94,1.11,2.69,2.13,1.88,0.22,2.97,3.34,0.49,1,2.48,2.19,2.06,1.74,1.04,0.98,1.9,1.2,3.75
November,,,,,,,,,1.99,3.12,2.8,2.35,1.42,1.83,2,3.44,1.84,1.33,1.31,3.09,5.44,2.79,2.54,1.05,2.58,0.35,4.08,1.03,1.23,2.26,3.63,3.47,2.55,1.39,4.48,1.05,0.84,1.68,1.47,1.46,3.2
December,,,,,,,,,0.99,3.42,1.47,0.7,0.13,0.45,2.97,2.45,1.48,2.11,2.55,1.52,1.14,0.57,1.38,0.67,0.95,2.33,1.88,1.49,1.85,1.03,1.3,1.55,1.64,0.48,2.15,1.42,1.83,2.08,2.2,3.75,3.07
Total,,,,,,,,,,17.55,22.78,,,,16.57,21.25,24.45,25.56,17.22,25.22,19.82,25.37,18.37,15,20.99,20.07,24.33,19.77,22.32,18.58,24.91,28.08,21.91,18.23,26.88,19.45,21.89,23.34,27.39,16.67,28.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow estimates kept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Feb-Apr estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 Jan-Mar estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 Total IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
