BRADFORD (LEESHAW RES),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3273,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.40,5.05,7.03,8.31,4.34,5.68,4.68,10.96,3.04,3.67,,
February,6.82,1.86,3.83,2.44,6.35,8.04,3.32,4.01,4.30,7.38,,
March,4.48,3.36,1.54,0.49,1.73,1.67,7.41,2.20,1.64,3.10,,
April,2.92,2.45,2.79,3.91,2.84,1.67,4.29,3.51,5.22,4.94,,
May,2.83,4.20,3.59,3.71,4.52,1.96,3.26,1.07,2.93,2.52,,
June,0.47,1.21,4.63,3.33,4.49,3.17,3.12,5.52,0.72,2.18,,
July,2.02,4.70,2.37,3.67,2.97,4.28,2.80,1.97,3.32,4.27,,
August,8.46,4.98,6.49,3.92,4.89,7.29,0.31,4.86,2.82,6.74,,
September,0.53,3.35,4.77,7.93,3.19,8.09,2.97,3.38,1.34,8.43,,
October,6.13,8.36,2.89,5.10,7.13,1.24,1.48,2.34,5.44,3.62,,
November,3.87,1.99,4.18,8.11,0.84,8.21,7.95,2.40,7.72,6.29,,
December,3.21,4.63,3.19,5.87,3.39,4.65,5.18,5.20,9.84,3.54,,
Total,45.14,46.14,47.30,56.79,46.68,55.95,46.77,47.42,48.33,56.68,,
Calc annual,45.14,46.14,47.30,56.79,46.68,55.95,46.77,47.42,48.33,56.68,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
