"TAFF FECHAN NEUADD RESERVOIR NO. 3A",,,,,,,,,,,,
Grid ref,SO029202,Long,-3.411785,Lat,51.871891,,,,,,,
Station no,4159,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.95,3.48,,
February,,,,,,,,,3.70,1.72,,
March,,,,,,,,,5.50,7.45,,
April,,,,,,,,,3.85,4.60,,
May,,,,,,,,,4.78,2.28,,
June,,,,,,,,,2.05,4.38,,
July,,,,,,,,,6.10,5.00,,
August,,,,,,,,,7.30,2.66,,
September,,,,,,,,,4.10,5.18,,
October,,,,,,,,,4.43,11.80,,
November,,,,,,,,,5.20,3.96,,
December,,,,,,,,,5.92,11.60,,
Total,,,,,,,,,56.88,64.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.88,64.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
