"BERRIEW (BRITHDIR HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4251,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.20,3.44,3.85,2.03,2.02,3.38,3.29,3.22,6.29,1.19,4.69,
February,3.55,0.39,3.71,6.53,0.24,4.45,1.97,2.03,3.44,0.64,1.03,
March,3.69,1.57,2.93,1.17,1.29,0.97,0.77,2.73,1.96,0.56,2.85,
April,4.44,0.79,2.46,1.88,3.58,1.63,2.03,3.29,1.45,0.89,2.82,
May,2.77,1.84,0.82,2.68,4.82,3.16,2.43,1.38,1.08,2.19,1.62,
June,2.33,0.53,1.27,0.46,2.25,0.08,1.05,4.49,3.36,2.28,1.54,
July,5.46,1.07,3.60,2.60,5.39,1.69,3.50,3.17,1.30,2.49,3.77,
August,1.06,3.82,2.44,4.07,3.73,3.56,2.82,6.30,3.38,3.28,2.33,
September,1.99,1.35,1.97,2.53,4.48,3.15,2.47,4.57,1.27,1.41,3.97,
October,3.22,1.89,0.87,5.72,4.48,3.38,3.03,3.01,3.23,3.80,4.03,
November,1.54,2.66,1.44,2.67,2.51,2.14,6.03,4.09,6.31,7.15,4.69,
December,2.51,2.92,4.25,2.41,4.56,3.44,0.92,2.27,2.48,8.36,3.53,
Total,36.76,22.27,29.61,34.75,39.35,31.03,30.31,40.55,35.55,34.24,36.87,
Calc annual,36.76,22.27,29.61,34.75,39.35,31.03,30.31,40.55,35.55,34.24,36.87,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,
