"FALKIRK ( INGLEWOOD, LAURIESTON )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 914 794,Long,-3.741977,Lat,55.995685,Elevation,133,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.86,1.35,2.31,6.13,4.59,2.37,2.52,7.49,3.11,1.63,4.85,2.48,4.79,5.52,5.03,2.19,2.12,4.3,3.8,1.89,5.08,1.81,4.28,3.29,5,6.12,3.74,3.45,3.1,4.22,4.33,3.98,8.02,1.84,4.81,2.31,4.8,3.74,4.82,1.28,4.88,3.21,6.94,4.13,2.96,1.61,6.02,3.43,4.02,2.89,4.87,3.67,6.27,3.54,2.75,3.71,3,0.96,3.6,2.72,2.1,4.81,2.66,1.11,3.12
February,,,,,,,1.48,2.97,2.51,2.18,2.56,0.94,1.45,7.69,3.19,2.28,2.88,3.22,2.05,1.55,3.47,6.57,2.7,2.74,3.68,3.78,4.6,0.7,5.33,1.69,5.17,0.53,2.21,4.38,0.78,3.14,3.13,1.71,4.67,1.42,0.9,2.1,0.07,2.85,0.27,3.46,2.42,4.47,1.23,5.11,1.09,3.62,1.46,3.07,0.99,4.34,2.86,1.98,4.11,3.44,3.87,1.96,0.61,1.5,3.16,2.96,1.03,3.38,1.85,0.99,2.67
March,,,,,,,3.54,4.87,1.54,3.64,0.85,1.54,2.07,8.48,1.74,3.81,3.46,3.61,4.24,3.31,1.37,2.39,4.07,4.4,4.32,1.69,2.75,2.12,1.35,2.76,3.29,4.78,2.09,1.77,0.98,2.45,1.8,2.54,3.02,0.41,2.58,1.43,2.38,1.76,3.52,1.56,2.59,2.18,2.18,2.32,3.8,3.01,1.81,2.31,0.56,3.67,3.5,3.39,2.65,1.19,2.97,2.67,2.51,0.8,2.42,1.42,1.81,2.82,1.62,1.46,1.21
April,,,,,,,1.85,1.51,2.3,3.03,2.33,1.96,0.6,1.18,4.26,1.95,1.42,1.57,1.03,3.92,4.03,2.29,0.85,2.64,2.1,2.13,2.17,1.75,0.73,2.04,1.59,1.3,1.96,3.08,1.81,4.3,1.87,1.84,1.39,1.57,0.67,2.17,3.1,1.25,3.53,2.74,1.25,1.62,0.46,1.72,2.98,1.45,2.56,1.57,2.35,1.52,0.73,5.28,2.62,2.97,2.29,2.21,1.14,1.89,1.72,0.88,0.77,1.39,1.28,2.4,2.53
May,,,,,,,0.59,2.35,1.57,5.16,1.17,1.81,1.72,1.95,3,1.95,5.02,4.42,2.87,2.88,1.81,1.57,1.47,2,2.25,1.76,4.76,2.66,2.43,0.72,3.38,1.73,3.1,1.45,5.8,5.53,2.16,1.81,2,2.47,1.47,3.83,3.11,2.26,1.84,0.57,0.95,2.12,4.48,1.06,2.77,4.75,2.53,4.11,2.47,4.13,1.49,3.47,2.07,1.94,1.78,2.2,1.48,1.85,4.06,3.33,1.47,2.29,2.3,1.08,2.26
June,,,,,,,4.73,4.55,2,1.72,3.56,2.06,2.15,2.26,1.62,0.67,1.62,4.51,1.64,2.08,1.22,1.41,5.84,2.76,0.61,2.14,3.33,2.31,0.58,2.27,1.53,0.28,1.5,1.55,2.23,0.58,2.33,3.46,5.13,2.27,2.51,5.4,1.06,1.12,2.3,3.75,1.83,1.98,3.72,1.42,0.77,0.65,1.16,3.12,2.57,3.78,3.21,3.78,5.48,0.84,1.31,2.44,2.68,1.44,1.99,1.27,2.95,1.31,3.11,1.48,1.65
July,,,,,,,3.98,0.97,0.81,3.48,2.82,1.02,3.01,4.44,2.48,2.92,1.52,2.5,4.16,3.06,4.62,1.92,2.34,1.16,4.16,3.34,3.69,2.33,3.23,1.13,3.49,2.53,3.95,3.42,3.06,1.41,4.51,4.27,2.26,2.95,4.2,4.4,3.07,4.4,2.43,1.44,4.81,3.95,3.16,4.35,5.45,3.99,1.66,2.84,3.48,4.13,4.03,4.07,3.61,2.82,4.36,5.28,2.56,5.4,2.37,0.86,4.79,3.56,6.37,5.02,2.81
August,,,,,,,2.04,4.81,3.35,0.95,3.95,4.06,2.04,4.52,4.42,3.13,5.6,4.67,2.07,3.08,6.48,2,3.68,0.97,2.51,3.6,3.24,5.47,2.5,2.48,5.14,6.02,1.88,5.37,3.23,3.19,2.44,6.31,5.04,4.6,4.83,2.65,0.82,1.66,4.07,2.01,2.34,4.58,2.01,0.86,1.31,3.52,3.15,5.41,3.53,2.76,3.31,0,7.57,2.92,3.51,4.52,3.44,2.54,4.16,0.95,5.59,3.77,4.04,0.74,3.88
September,,,,,,,4.69,2.46,4.61,3.04,3.78,1.64,2.25,3.01,2.44,1.96,1.54,1.18,6.32,1.97,0.88,1.48,2.6,2.7,1.02,1.69,1.09,1.61,5.38,2.6,1.74,1.84,1.97,4.1,4.4,3.29,3.51,6.27,3.44,0.74,4.05,1.26,4.22,1.14,3.17,5.33,3.6,2,4.17,1.84,2.68,0.83,5.34,3.05,4.11,5.07,5.67,3.58,4.38,1.24,7.03,2.15,2.25,3.29,4.1,2.51,4.16,1.93,3.7,0.55,1.8
October,,,,,,,3.08,1.44,5.81,3.77,4.92,3.17,1.84,7.62,1.15,2.45,5.39,7.28,1.7,5.89,2.83,3.33,3.2,1.67,1.35,3.18,6.52,4.93,4.8,0.93,1.24,3.92,1.51,4.3,3.05,2.78,4.79,3.56,5.48,4.41,4.51,2.62,5.22,2.96,4.79,7.87,3.07,4.67,7.39,3.3,3.95,4.32,3.36,6.66,3.86,4.69,0.76,1.59,3.11,5.14,3.05,0.77,2.23,1.59,8.68,2.3,2.17,2.9,2.17,3.14,4.02
November,,,,,,,0.92,3.49,5.44,4.4,4.77,3.02,1.62,2.18,1.5,4.78,4.06,1.73,3.52,2.05,4.09,5.8,3.38,5.1,5.38,1.86,4.11,6.07,2.85,4.83,2.69,2.23,2.06,3.2,2.58,0.49,5.39,2.34,4.41,5.14,3.93,5.71,2.87,2.12,1.03,4.64,3.36,0.4,7.55,6.49,4.24,2.68,0.48,1.61,7.79,0.56,5.93,4.56,3.4,2.75,3.31,5.32,2.11,5.18,4.97,1.64,0.64,1.52,1.37,5.18,4.17
December,,,,,,,5.32,5.11,6.06,3.61,5.74,3.69,3.44,2.53,4.64,3.3,2.16,4.9,2.1,5.27,2.22,4.32,7.71,3.03,6.59,5.18,4.04,2.91,3.37,4.78,3.49,5.66,3.69,2.9,5.8,3.24,0.97,1.26,3.9,7.13,2.7,2.86,7.34,0.98,3.76,2.02,3.94,2.23,2.62,1.51,3.45,2.24,3.11,1.45,4.14,3.29,3.76,1.74,3.93,6.02,1.82,5.07,2.84,4.22,4.41,5.16,3.92,3.92,5.45,4.96,4.15
Total,,,,,,,34.08,35.88,38.31,41.11,41.04,27.28,24.71,53.35,33.55,30.83,39.52,42.07,36.49,40.58,38.05,35.27,39.96,33.47,37.77,32.24,45.38,34.67,36.83,29.52,37.75,36.94,29.66,38.97,36.82,34.62,37.23,39.35,48.76,34.95,37.16,36.74,38.06,26.24,35.53,36.67,35.04,33.41,45.91,34.11,35.45,32.67,32.64,38.63,39.87,40.83,40.12,37.11,49.2,34.81,38.05,38.3,26.85,30.66,45.64,26,31.4,33.6,35.92,28.11,34.27
