NIDDERDALE HIGH RIGGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE073742,Long,-1.889695,Lat,54.163554,Elevation,1010,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,2.79,2.18,,3.81,3.47,1.69,9.28,3.34,2.86,2.18,4.42,7.95,6.66,2.25,2.4,6.96,5.15,2.23,8.47,2.55,5.61,2.79,7.33,2.93,4.18,6.83,5.05,6.39,6.65,2.09,4.07,6.12,7.56,8.99,5.38,4.07,4.72,6.68,7.13,,,,
February,,,,,,,,,2.32,2.95,,0.42,2.93,7.23,10.99,0.92,1.11,4.24,4.23,3.41,5.65,1.3,1.55,5.87,4.48,3.8,4.62,3.6,4.67,2.14,5.53,6.32,3.51,2.65,5.09,8.98,6.09,0.94,7.45,2.03,4.3,0.28,5.32,5.76,1.23,6.23,4.9,,,,
March,,,,,,,,,5.1,3.49,,2.98,1.35,1.68,5.93,4.74,5.99,6.77,1.98,2.47,0.96,3.73,1.54,8.42,2.95,4.19,4.45,4.35,6.42,4.4,1.51,3.26,6.61,7.48,4.43,1.3,3.82,2.62,2.61,5.09,4.67,3.66,3.84,2.33,1.68,2.52,2.24,,,,
April,,,,,,,,,3.8,4.13,,2.76,3.01,0.85,3.41,3.73,1.66,2.34,4.96,4.52,4.14,2.48,1.66,1.6,3.59,4.61,0.91,2.53,2.35,3.7,3.29,2.82,0.62,5.58,1.51,0.92,2.46,0.82,0.98,2.82,6.8,1.3,3.21,4,3.04,5.55,1.98,,,,
May,,,,,,,,,2.83,3.05,,4,5.13,2.23,2.94,0.41,0.69,1.12,2.85,4.87,2.43,1.86,2.62,4.43,3.87,1.08,6.6,5.17,3.9,2.53,2.52,2.1,3.34,3.42,1.85,1.79,2.59,2.07,3.27,1.22,5.22,2.2,1.04,4.67,7.71,4.97,3.37,,,,
June,,,,,,,,,3.56,0.25,,1.35,5.18,3.11,3.55,2.06,3.97,2.59,3.86,1.63,3.74,1.69,1.17,2.5,2.14,1.62,1.6,7.34,2.09,2.52,1.9,3.17,6.55,1.89,2.96,0.37,2.22,2.99,1.07,1.22,1.89,0.63,2.43,1.28,2.23,0.15,3.58,,,,
July,,,,,,,,,6.99,3.58,,5.27,2.52,5.19,3.96,8.3,1.89,1.75,0.8,2.66,2.72,2.76,3.06,4.34,1.73,0.97,1.85,3.04,4.5,4.58,2.92,0.62,5.83,0.8,3.04,5.39,2.19,2.15,5.53,2.25,7.94,3.95,4.77,3.78,7.66,1.79,4.34,,,,
August,,,,,,,,,4.19,6.59,,9.07,6.96,4.63,3.8,3.86,2.93,5.05,6.45,1.48,6.97,2.26,2.16,5.5,4.19,4.34,3.34,3.51,4.35,4.21,5.78,3.24,6.04,1.38,1.77,3.85,2.74,7.84,2.84,3.51,2.69,6.15,4.12,6.87,5.5,4,4.2,,,,
September,,,,,,,,,1.21,1.34,,3.89,3.82,3.67,0.77,1.6,7.13,3.37,1.67,5.72,1.36,1.74,1.69,4.88,1.26,3.72,0.92,0.87,5.41,3.41,0.38,3.16,2.11,1.68,1.97,0.65,2.63,2.96,10.58,2.85,2.06,2.33,4.17,5.48,6.06,3.63,3.6,,,,
October,,,,,,,,,2.22,7.83,,6.16,11.66,5.43,6.88,4.75,6.23,2.1,7.69,4.57,6.37,2.05,4.77,10.4,2.06,2.63,10.64,8.97,3.07,6.25,5.43,5.84,3.97,2.1,2.57,1.25,11.86,7.75,4.04,5.01,3.27,2.21,0.57,8.17,5.82,5.09,4.18,,,,
November,,,,,,,,,13.16,2.04,,5.87,3.31,3.01,4.94,9.23,1.85,4.11,4.31,3.96,4.68,4.55,2.73,2.09,3.63,7.46,6.92,5.46,3.94,2.27,4.48,8.07,3.25,5.09,7.89,2.79,5.89,4.93,3.04,5.26,4.07,2.65,2.4,7.56,4.29,3.27,8.92,,,,
December,,,,,,,,4.55,4.12,2.67,,10.01,2.21,6.46,5.25,4.87,4.52,7.41,6.45,3.1,5.32,5.71,5.44,3.46,3.68,2.71,3.17,8.27,2.98,5.9,5.76,7.77,6.23,2.22,9.62,9.67,3.07,1.87,7.93,7.61,5.35,9.71,5.36,4.48,7.34,6.22,1.73,,,,
Total,,,,,,,,,52.29,40.1,46.5,55.59,51.55,45.18,61.7,47.81,40.83,43.03,49.67,46.34,51,32.38,30.79,60.45,38.73,39.36,53.49,55.66,49.29,44.7,46.83,49.3,52.24,41.12,47.75,43.35,52.21,39.03,53.41,44.99,55.82,44.06,42.61,58.45,57.28,50.1,50.17,,,,
