SHEEPSTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX570683,Long,-4.017,Lat,50.497,Elevation,1024,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,1.64,7.91,9.44,5.74,3.56,7.5,8.7,2.65,11.1,2.54,3.25,2.85,7.5,2.45,6.2,10,2.35,5.13,3.9,2.3,6.52,9.5,11.6,8.75,8.05,,,,,,,,
February,,,,,,,,,2.36,6.18,10,2.15,3.1,5.05,8.75,1.78,6.5,3.32,3.5,0.69,7.5,4,7.4,1.78,10,13,7.85,1.76,5.12,6.8,1.95,0.32,6.45,,,,,,,,
March,,,,,,,,,1.44,1.08,2.92,4.85,4.6,7.8,1.31,7.8,2.09,2.2,5.1,7.7,1.28,4.25,9.05,5,9.4,1.63,2.8,4.15,3.57,8.1,6.1,4.9,5.45,,,,,,,,
April,,,,,,,,,3.7,4.72,2.71,5.77,3.05,2.7,3.65,4.15,1.55,8.6,3.55,3.75,4.7,3.75,0.35,5.39,2.56,2.05,2.3,2.15,2.52,3.62,7.5,1.5,5.7,,,,,,,,
May,,,,,,,,,3.81,3.7,3.3,2.9,2.35,3.4,3.65,0.88,5.34,4.65,3.25,1.7,3.15,1.38,2.15,4.28,2.77,3.6,2.17,2.48,1.88,2.28,3.15,3.35,2.25,,,,,,,,
June,,,,,,,,,2.8,1.97,6.14,2.83,3.7,1.46,2.33,2.73,1.84,5.05,1.1,2.84,2.5,3.68,7.26,1.45,1.8,2.16,3.65,4.24,2.85,1.22,2.55,0.24,1.9,,,,,,,,
July,,,,,,,,,0.58,1.74,2.54,1.92,3.45,5,7.4,1.15,2.7,2.9,4,5.58,4.55,1.34,3.3,0.27,6.75,6.9,1.9,3.77,5.8,2.4,8.5,2.8,7.25,,,,,,,,
August,,,,,,,,,4.7,1.84,4.77,4.98,4.75,5.85,3.65,6.07,4,3.7,6.63,3.1,7.4,4.13,13.2,1.63,4.58,1.96,4.95,8.32,3.78,5,2.75,4.4,6.7,,,,,,,,
September,,,,,,,,,2.76,3.15,2.88,,2.3,4.98,3.4,2.68,1.8,2.06,2.9,1.75,0.45,2.78,1.65,4.6,3.75,1.25,3.05,3.82,10.72,4.4,3.4,1.65,4.65,,,,,,,,
October,,,,,,,,,8.27,4,4.05,,4.05,11.62,2.35,3.5,9.5,8.8,2.6,12.5,7.9,6.12,6.9,4.3,3.53,6,10.3,8.98,4.14,2.75,6.75,2.25,2.45,,,,,,,,
November,,,,,,,,3.05,5.5,5.22,6.34,1.39,7.75,3.55,2.5,7.8,4.7,5.35,3.25,1.98,6.7,6.4,4.3,7.5,6.67,4.52,10.8,4.1,6.22,5.45,4.2,5.6,4.8,,,,,,,,
December,,,,,,,,11.09,8.3,4.43,11.35,11,5.72,7.23,5.6,2.95,4.5,7.79,5.85,9.4,10.8,14.5,8.7,3.1,13.36,13.2,5.38,2.11,11.9,11.05,8.75,4.5,10.35,,,,,,,,
Total,,,,,,,,,45.86,45.94,66.44,,48.38,66.14,53.29,44.14,55.62,56.96,44.98,53.84,64.43,54.78,70.46,49.3,67.52,61.4,59.05,48.18,65.02,62.57,67.2,40.26,66,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 Oct Gauge moved 500yds NE along top of Tor from old location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A rain gauge is marked on 1903 OS map - about correct elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1901 Sept, Oct Gauge tampered with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partial shelter SW but open to wind S and W ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Probably too much exposed, but no local shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note says annual values rejected from survey 1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
