WELLS-SOMERSET-AND-BATH-ASYLUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST571463,Long,-2.61488,Lat,51.2143,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,3.12,1.3,,0.92,1.61,1.55,3.33,0.92,3.67,4.27,1.11,2.99,1.36,1.16,2.31,5.63,5.22,4.08,4.05,2.32,4.76,3,4.38,5.75,5.79,1.76,4.54,2.79,2.07,2.2,2.35,0.86,3.1,4.68,2.42,4.59,2.35
February,,,,,4.13,1.23,,1.56,1.53,0.84,3.89,2.1,2.16,0.69,1.84,3.08,4.49,1.13,1.8,2.99,1.3,0.31,3.66,6.94,0.48,4.35,3.02,5.23,2.76,1.2,0.7,2.97,0.1,3.95,0.3,3.14,2.26,5.53,0.97,1.2,2.2
March,,,,,1.82,4.68,,0.88,2.38,2.95,0.73,2.42,4.47,2.8,5.33,1.11,3.22,3.15,1.51,5.05,2.82,2.25,2.93,1.61,1.31,0.65,0.64,3.86,2.83,0.26,2.18,0.86,1.84,2.75,2.16,1,3.86,3.75,0.22,1.22,2.24
April,,,,,2,2.88,,4.15,2.31,2.18,1.53,2.04,0.18,2.27,1.27,1.08,1.7,1.8,2.99,2.58,5.13,1.2,2.67,2.24,3.13,2.63,2.99,2.54,1.63,0.93,2.82,2.02,3.28,1.79,2.6,4.97,2.43,2.43,0.18,2.82,3.39
May,,,,,4.26,0.13,,2.14,1.41,1.66,1.96,0.79,1.8,2.5,1.41,2.22,2.6,1.94,2.13,0.73,1.93,2.41,0.98,1.69,4.93,3.39,2.79,1.42,1.76,2.13,2.11,3.83,6.24,1.75,1.16,1.17,1.04,2.37,1.9,0.63,3.24
June,,,,,0.89,3.53,,2.84,0.43,2.7,6.08,1.99,3.36,1.16,2.62,0.69,2.03,3.9,1.65,0.88,3.37,0.57,1.87,0.71,2.91,0.01,3.25,4.16,2.36,1.72,0.88,2.75,1.21,2.2,1.48,3.88,2.14,1.42,1.87,3.08,0.82
July,,,,,3.28,1.12,,2.66,2.66,3.36,2.07,0.02,2.69,0.65,3.17,3.87,1.42,2.77,6.01,3.06,6.81,0.55,3.72,1.85,4.49,4.03,5.95,4.31,2.77,2.03,3.14,5.11,5.14,2.25,1.76,0.38,7.71,3.66,2.66,3.66,3.74
August,,,,,3.34,4.85,,3.56,4.65,2.48,4.08,1.87,7.56,1.34,3.51,2.78,4.24,8.71,3.16,3.7,2.06,1.59,3.55,4.32,6.18,6.25,3.35,4.61,2.73,4.64,4.57,4.69,0.87,1.6,4.58,1.72,0.87,1.35,3.03,3.71,0.16
September,,,,,2.17,1.57,,0.53,2.31,4.71,0.19,1.16,0.65,2.89,1.27,1.85,2.37,2.48,7.62,1.63,1.91,2.26,2.91,3.2,3.25,4.63,1.97,6.96,1.15,0.43,4.02,,5.29,2.11,2.97,5.44,3.32,2.44,2.48,1.33,1.93
October,,,,,2.2,2.22,,4.56,2.05,5.08,5.17,3.06,3.16,2.05,2.42,3.74,5.01,3.88,2.14,2.5,2.87,1,2.18,5.74,6.46,3.8,4.86,3.76,6.25,5.98,3.6,,7.19,2.67,3.14,4.34,2.8,3.72,3.77,2.83,2.97
November,,,,,2.91,3,,2.69,1.08,0.78,3.94,2.91,1.5,2.92,3.07,1.65,2.84,1.12,2.52,2.89,1.73,2.9,1.6,2.88,3.35,2.96,7.49,4.45,3.59,7.21,5.91,,3.18,0.64,1.53,7.64,3.69,2.39,3.84,5.83,6.36
December,,,,,2.53,1.13,,3.88,2.78,3.67,4.13,5.37,4.83,2.07,4.92,4.83,3.7,0.57,4.79,6.75,2.49,2.45,3.8,3.42,3.79,3.89,0.68,3.11,3.24,5.93,4.2,,2.22,0.79,6.97,4.26,2.39,2.38,3.42,1.95,2.03
Total,,,,,32.65,27.64,,30.37,25.2,31.96,37.1,24.65,36.03,25.61,31.94,29.89,34.98,32.61,38.63,38.39,37.64,21.57,33.92,36.92,45.04,39.59,41.37,50.16,36.86,34.22,38.67,,38.63,24.7,31,38.8,35.61,36.12,26.76,32.85,31.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large site NGR taken to match altitude despite church being NE not SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Sept 9 Inspection See file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual values rejected from survey 1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Not printed Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Not printed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Not printed Low ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Terminated Site unsuitable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
