"WELLS SOMERSET & BATH ASYLUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2017,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.33,0.92,3.67,4.27,1.11,2.99,1.36,1.16,2.31,5.63,,
February,3.89,2.10,2.16,0.69,1.84,3.08,4.49,1.13,1.80,2.99,,
March,0.73,2.42,4.47,2.80,5.33,1.11,3.22,3.15,1.51,5.05,,
April,1.53,2.04,0.18,2.27,1.27,1.08,1.70,1.80,2.99,2.58,,
May,1.96,0.79,1.80,2.50,1.41,2.22,2.60,1.94,2.13,0.73,,
June,6.08,1.99,3.36,1.16,2.62,0.69,2.03,3.90,1.65,0.88,,
July,2.07,0.02,2.69,0.65,3.17,3.87,1.42,2.77,6.01,3.06,,
August,4.08,1.87,7.56,1.34,3.51,2.78,4.24,8.71,3.16,3.70,,
September,0.19,1.16,0.65,2.89,1.27,1.85,2.37,2.48,7.62,1.63,,
October,5.17,3.06,3.16,2.05,2.42,3.74,5.01,3.88,2.14,2.50,,
November,3.94,2.91,1.50,2.92,3.07,1.65,2.84,1.12,2.52,2.89,,
December,4.13,5.37,4.83,2.07,4.92,4.83,3.70,0.57,4.79,6.75,,
Total,37.10,24.65,36.03,25.61,31.94,29.89,34.98,32.61,38.63,38.39,,
Calc annual,37.10,24.65,36.03,25.61,31.94,29.89,34.98,32.61,38.63,38.39,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
