THRAPSTON-ISLIP-FURNACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP971783,Long,-0.574455,Lat,52.394119,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1128/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.46,0.76,2.04,1.35,1.9,1.75,3.98,1.79,1.97,2.78,0.96,1.9,0.92,2.5,1.81,3.32,1.09,2.63,1.39,1.18,1.19,1.1,0.7,3.18,2.65,2.26,4.53,2.06,3.59,1.99,3.42,1.46,1.6,1.81,1.78,3.93,0.79,0.8,2.18,1.62,0.93,0.73,1.7,3.41,1.26,2.59,3.39,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.53,0.74,2.17,3.34,0.7,0.98,2.43,0.76,0.28,1.75,2.99,0.35,1.74,2.56,2.16,1.43,0.64,0.75,2.56,0.23,1.74,0.47,1.91,1.84,2.78,0.71,0.7,1.94,1.75,1.5,0.77,0.99,1.34,1.75,1.17,0.54,0.8,3.15,2.9,0.52,1.74,1.88,1.66,0.59,1.87,3.1,0.1,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.85,2.21,0.8,5.17,1.01,0.54,3.33,1.93,0.32,1.47,1.59,0.65,0.87,0.68,1.69,1.28,0.03,1.69,0.34,1.49,2.6,1.13,0.43,1.07,3.29,0.15,1.52,1.93,4.04,1.33,0.83,0.11,0.6,1.01,4.72,0.51,1.21,0.76,3.05,2.22,0.84,2.3,2,0.91,1.7,1.5,2.29,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.24,0.5,0.59,0.89,1.1,2.88,1.88,4.51,0.7,2.78,1.25,3.33,1.49,2.68,1.33,0.78,1.13,2.35,3.22,3.09,0.35,1.12,2.66,1.73,2.52,0.06,2.12,2.11,1.02,0.96,0.63,1.92,0.77,1.08,2.13,1.33,1.62,2.07,2.8,1.53,1.6,0.24,0.72,0.96,0.28,0.68,1.77,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.38,0.96,1.93,1.78,3.3,1.65,1.38,1.04,0.9,0.9,0.92,3.32,3.01,1.99,0.4,1.3,0.98,2.56,2.36,3.87,1.42,0.42,0.8,1.11,3.81,1.63,0.67,1.25,1.86,2.39,1.16,0.98,1.41,2.32,1.01,3.23,2.81,2.42,2.6,1.87,1.23,2.72,3.52,0.51,1.63,2.23,0.42,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.42,3.51,1.04,1.7,1.9,0.52,0.69,1.19,0.27,1.28,0.44,2.4,0.06,1.8,3.44,1.87,0.63,0.28,1.87,0.51,1.76,0.71,2.18,4.31,1.32,1.05,1.35,0.62,1.29,0.74,1.53,2.43,1.94,2.41,1.84,3.07,0.77,1.42,0.63,0.99,1.63,2.11,2,2.37,1.89,4.98,0.49,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.72,1.21,3.24,1.35,1.35,2.16,2.43,2.24,0.15,3.31,2.77,2.56,1.64,1.41,2.58,2.58,1.58,2.89,2.33,3.3,1.29,1.58,0.5,5.79,1.24,1.07,2.47,2.42,2.99,2,0.67,1.5,1.91,1.07,2.68,1.23,1.64,3.62,0.63,0.34,2.22,2.01,0.26,3.18,2.57,2.27,2.16,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,0.68,1.52,1.98,3.46,5.75,0.78,1.17,0.81,2.14,4.72,1.81,1.41,1.4,1.16,3.86,1.69,0.5,2.45,3.8,2.24,0.81,1.26,1.81,0.41,1.93,2.11,4.61,0.19,3.54,1.63,2.15,2.16,1.98,2.84,0,2.86,1.25,1.54,3.51,3.28,2.26,4.37,0.93,3.42,2.34,2.07,0.82,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.12,0.74,1.03,0.61,1.95,5.19,1.25,1.52,0.89,1.17,2.31,2.21,2.48,1.56,4.44,0.72,0.62,3.84,2.32,3.04,1.68,1.82,3.45,1.72,0.86,1.77,0.69,0.61,0.53,0.72,1.2,2.32,1.72,3.41,1.12,2.42,0.94,3.83,1.37,1.95,1.14,1.79,0.92,1.66,4.79,2.01,0.02,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.7,2.73,0.99,1.67,2.75,1.22,1.08,0.71,1.55,1.17,2.73,4,3.24,2.22,1.59,3.15,2.61,1.16,0.35,2.98,1.59,0.93,2.98,1.34,2.26,1.99,4.25,1.42,1.74,1.99,1.47,2.2,3.09,1.21,0.1,3.64,4.41,0.44,0.87,2.45,1.7,2.06,2.15,1.38,1.21,1.97,1.44,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
