"THRAPSTON (ISLIP FURNACES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1128/4,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.79,1.97,2.78,0.96,1.90,0.92,2.50,1.81,3.32,1.09,2.63,
February,0.76,0.28,1.75,2.99,0.35,1.74,2.56,2.16,1.43,0.64,0.75,
March,1.93,0.32,1.47,1.59,0.65,0.87,0.68,1.69,1.28,0.03,1.69,
April,4.51,0.70,2.78,1.25,3.33,1.49,2.68,1.33,0.78,1.13,2.35,
May,1.04,0.90,0.90,0.92,3.32,3.01,1.99,0.40,1.30,0.98,2.56,
June,1.19,0.27,1.28,0.44,2.40,0.06,1.80,3.44,1.87,0.63,0.28,
July,2.24,0.15,3.31,2.77,2.56,1.64,1.41,2.58,2.58,1.58,2.89,
August,0.81,2.14,4.72,1.81,1.41,1.40,1.16,3.86,1.69,0.50,2.45,
September,1.52,0.89,1.17,2.31,2.21,2.48,1.56,4.44,0.72,0.62,3.84,
October,0.71,1.55,1.17,2.73,4.00,3.24,2.22,1.59,3.15,2.61,1.16,
November,1.43,1.38,0.68,1.31,2.53,1.47,3.32,2.54,2.65,4.17,3.43,
December,1.70,1.11,1.87,2.18,2.49,2.30,0.39,2.55,2.08,3.80,1.77,
Total,19.63,11.66,23.88,21.26,27.15,20.62,22.27,28.39,22.85,17.78,25.80,
Calc annual,19.63,11.66,23.88,21.26,27.15,20.62,22.27,28.39,22.85,17.78,25.80,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
