"KETTLESHULME, GLEBE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2729,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.83,4.45,4.04,4.25,3.48,3.71,4.37,4.01,7.07,2.21,4.70,
February,4.14,0.73,4.98,6.63,1.14,6.93,3.05,2.08,3.75,0.94,0.45,
March,3.09,2.95,2.41,1.98,1.13,2.12,1.81,4.44,2.48,0.86,2.96,
April,6.49,1.79,3.26,3.56,2.09,2.81,1.72,3.26,1.45,1.26,2.15,
May,5.03,2.17,1.03,4.18,5.43,4.44,3.89,1.27,1.05,2.79,2.20,
June,3.59,0.57,3.07,2.16,3.13,0.31,3.52,7.18,5.29,1.82,2.00,
July,6.01,1.32,5.64,5.19,4.60,2.03,2.88,3.39,2.21,3.97,7.52,
August,2.74,4.77,5.02,4.92,8.63,5.83,4.13,6.01,5.67,4.94,5.03,
September,3.12,1.31,4.22,5.26,4.56,5.37,3.93,7.18,0.97,2.21,3.65,
October,2.14,2.71,0.77,4.80,4.99,5.70,3.77,2.20,4.63,5.21,4.51,
November,1.67,2.34,2.43,4.72,2.11,2.63,5.85,3.52,5.19,8.09,3.11,
December,2.94,6.05,5.14,6.02,4.42,2.92,1.83,1.25,2.38,6.24,4.20,
Total,45.79,31.16,42.01,53.67,45.71,44.80,40.75,45.79,42.14,40.54,42.48,
Calc annual,45.79,31.16,42.01,53.67,45.71,44.80,40.75,45.79,42.14,40.54,42.48,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
