"CHESTER-LE-STREET, LAMBTON CASTLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ313527,Long,-1.513835,Lat,54.868102,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1.37,0.85,2.66,1.75,3.11,4.61,1.91,2.35,0.98,3.17,2.29,3.01,2.66,4.64,2.87,1.11,1.93,1.9,2.36,1.64,2.59,2.03,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.27,1.47,2.45,0.83,2.39,0.74,1.59,3.07,2.61,0.95,1.1,1.76,1.18,0.23,2.49,3.31,1.19,2.61,2.23,0.84,1.31,0.89,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,3.5,5.54,0.71,2.24,2.34,2.7,1.77,2.47,3.93,2.11,1.23,3.19,2.74,0.95,1.62,1.69,0.95,1.96,0.86,1.69,2.48,0.23,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.96,2.43,2.39,1.45,0.1,3.72,0.66,0.56,1.36,2.58,1.5,1.61,3.26,1.54,1.79,2.03,2.08,3.2,0.86,1.96,1.01,1.25,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,1.97,1.55,2.1,0.73,3.05,2.88,1.33,2.25,2.41,3.02,1.34,1.18,3.52,2.38,0.92,3.1,6.99,2.76,1.81,1.81,1.42,1.18,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,0.53,2.4,1.65,5,4.62,1.26,4.16,0.58,2.57,1.14,0.64,1.69,0.97,1.06,1.69,1.03,2.14,0.08,2.88,4.1,4.9,1.93,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,3.04,2.82,2.48,0.82,3.3,0.91,2.55,2.5,2.43,0.93,3.54,1.84,3.27,1.77,5.08,1.83,4.39,2.42,3.69,3.23,1.59,2.58,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,1.19,3.52,2.73,2.16,5.24,1.58,1.53,2.98,2.72,7.57,1.18,2.28,1.26,5.18,2.81,3.47,3.51,3.22,2.35,5.6,3.43,2.97,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.34,2.22,2.03,0.79,2,1.86,3.38,2.06,1.51,1.48,1.16,4.53,1.02,1.4,0.84,4.77,1.66,2.39,3.09,2.28,4.09,1.03,1.28,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,5.47,1.35,2.96,3.29,2.61,3.18,2.11,2.18,1.41,2.78,1.88,2.5,5.51,2,1.6,2.04,2.05,3.66,2.15,3.08,1.74,3.02,2.49,
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,1.66,1.39,1.3,3.39,4.02,2.04,1.39,4.3,1.69,3.5,0.98,1.08,4.48,0.95,2.87,0.7,3.82,1.22,2.46,3.97,2.81,2.8,2.6,
December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,3.38,1.17,4.26,2.11,3.41,1.64,1.11,5.11,6.63,3,2.57,3.19,2.65,3.48,1.57,3.68,2.53,2.1,4.12,0.86,3.66,1.52,3.1,
Total,,,,,,,,,,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.56,21.96,31.13,26.75,27.02,32.87,26.39,29.15,28,29.77,28.06,24.12,30.22,26.69,24.63,30.46,27.63,32.55,29.97,27.23,33.17,27.1,22.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Feb=1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
