REIGATE-RAGLAN-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ260514,Long,-0.196087,Lat,51.247863,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,122/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.3,1.77,1.08,2.5,1.69,2.95,4.23,0.91,4.76,1.77,1.64,3.73,,3.65,2.74,3.86,1.92,3.35,3.32,3.48,2.73,4.69,1.47,3.55,2.25,3.27,2.49,2.44,1.55,5.8,5.82,3.82,5.82,2.59,2.47,3.4,6.18,2.57,2.75,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.76,1.13,0.6,3.86,1.72,2.35,1.24,5.11,5.26,4.86,1.15,1.75,2.24,0.74,0.31,2.5,4.3,0.9,4.56,3.51,4.69,2.14,0.93,1.35,2.49,0.68,2.89,0.43,3.79,2.03,5.01,1.08,1.75,2.74,3.31,0.87,1.83,1.1,2.25,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.08,3.18,3.6,1.14,2.07,4.58,3.05,5.15,0.87,5.11,2.12,1.12,4.55,2.14,1.73,3.07,2.13,1.85,0.8,0.42,3.64,2.4,0.04,1.98,0.65,1.58,3.88,2.73,0.75,1.7,3.69,0.38,1.76,3.36,3.84,2.16,0.46,0.2,1.61,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.39,1.6,1.92,1.81,2.01,0.01,3.05,1.08,1.48,1.38,3.03,3.93,3.55,3.55,1.26,3.72,2.57,3.29,3.26,4.26,2.89,2.31,1.08,1.98,5.12,2.57,0.74,2.84,3.67,2.03,3.67,0.17,3.15,2.76,1.67,1.83,1.27,1.9,1.48,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.3,2.52,1.86,2.34,2.22,1.38,1.88,1.37,2.93,2.1,1.73,1.47,0.5,0.96,1.6,0.99,3.2,4.33,3.21,2.07,1.25,2.32,2.56,2.67,3.13,4.47,2.43,0.61,1.95,0.62,2.58,2.01,1.68,1.7,1.98,3.79,2.94,0.65,2.14,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.26,1.82,2.75,2.08,2.63,3.63,0.49,0.8,0.81,2.48,1.75,0.82,0.91,1.61,0.15,1.63,0.39,3.07,0.2,4.65,4.82,2.69,1.36,0.72,1.57,0.69,2.1,0.84,5.11,4.29,1.95,0.75,1.24,0.41,2.61,0.13,2.56,1.73,2.35,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.77,3.38,4.12,3.01,0.38,1.55,3.95,2.21,4.22,1.28,4.44,,2.36,5.45,0.24,3.74,3.98,3.77,3.85,1.93,3.55,1.75,1.92,3.4,3.36,3.59,1.94,1.97,0.78,4.47,1.58,2.34,2.66,2.47,3.3,2.44,2.02,2.63,3.31,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.72,4.18,2.53,3.37,0.46,6.29,2.12,1.58,1.98,3.47,6.62,,2.72,1.77,1.42,2.94,2.41,3.87,2.98,1.88,5.37,2.84,2.63,3.68,5.18,0.92,0.94,1.97,3.73,0.7,1.65,2.61,3.13,0.11,4.59,3.3,1.35,2.51,1.99,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.52,1.43,2.94,0.92,1.3,1.84,1.98,1.15,3,2.04,2.14,,1.22,2.89,1.11,1.99,2.12,3.21,3.12,1.37,5.85,0.77,0.03,4.24,2.27,2.13,2.92,1.9,4.83,2.41,2.18,2.61,2,1.87,0.38,2.66,2.25,2.64,2.39,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.96,2.31,4.88,2.16,4.17,4.67,3.97,1.84,2.5,5.45,4.17,,0.86,1.2,0.95,1.09,7.16,4.43,3.98,2.53,2.42,6.07,4.09,1.77,0.74,7.04,2.56,2.44,4.44,2.21,3.38,3.75,6.72,3.6,1.59,4.2,3.84,4.6,4.45,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
