"WHITACRE (BIRMINGHAM WATERWORKS)",,,,,,,,,,,,
Grid ref,SP227909,Long,-1.666923,Lat,52.515517,,,,,,,
Station no,2484,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,2.26,0.93,0.93,1.91,3.52,1.08,2.24,2.77,5.02,,
February,2.62,0.50,1.25,2.41,1.89,0.47,2.58,3.54,0.12,1.90,,
March,4.07,2.06,1.48,2.25,3.25,0.88,2.09,1.78,1.77,1.48,,
April,2.20,3.07,2.25,0.75,1.23,0.88,0.38,0.79,3.32,0.97,,
May,3.20,2.55,1.70,2.05,4.33,0.65,1.44,1.79,0.56,0.95,,
June,1.56,1.84,2.29,3.22,2.74,1.88,0.91,4.47,0.51,3.23,,
July,0.81,0.59,2.70,3.59,0.63,2.82,2.57,5.56,1.19,3.18,,
August,4.24,4.14,2.42,4.04,0.66,4.85,3.69,3.22,2.44,3.22,,
September,2.24,1.45,2.16,1.53,1.57,2.20,3.80,3.18,0.12,4.83,,
October,0.89,3.71,2.84,3.28,1.39,1.28,1.18,2.69,2.30,4.90,,
November,5.64,2.25,1.22,5.13,2.12,0.70,1.76,2.01,3.55,3.08,,
December,2.35,2.42,1.12,2.07,1.94,3.31,2.31,2.72,3.99,3.24,,
Total,32.16,26.84,22.36,31.25,23.66,23.34,23.79,33.99,22.64,36.00,,
Calc annual,32.16,26.84,22.36,31.25,23.66,23.44,23.79,33.99,22.64,36.00,,
Difference,-0.00,-0.00,0.00,-0.00,-0.00,-0.10,0.00,0.00,0.00,0.00,,
