"KETTERING WARKTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4404,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.11,2.29,3.21,1.01,1.53,,,,,,,
February,0.78,0.25,1.86,3.43,0.61,,,,,,,
March,2.08,0.63,1.80,1.82,0.71,,,,,,,
April,4.67,0.87,2.91,1.39,3.38,,,,,,,
May,1.15,1.30,1.01,0.74,3.66,,,,,,,
June,1.54,0.41,0.92,0.41,0.97,,,,,,,
July,3.66,0.32,3.40,3.42,3.18,,,,,,,
August,1.02,2.33,4.45,1.59,1.64,,,,,,,
September,1.38,0.83,1.71,2.53,2.18,,,,,,,
October,1.05,1.27,1.01,3.19,3.69,,,,,,,
November,1.09,1.30,0.80,1.51,2.22,,,,,,,
December,2.17,1.42,1.80,2.27,2.44,,,,,,,
Total,23.70,13.22,24.88,23.31,26.21,,,,,,,
Calc annual,23.70,13.22,24.88,23.31,26.21,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
