OVER DARWEN ST JAMES VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD693230,Long,-2.466504,Lat,53.702522,Elevation,564,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,7.28,5.82,6.16,2.32,8.31,4.73,1.53,0.59,0.71,4.37,7.37,5.91,2.79,7.25,3.01,2.28,2.57,7.26,3.35,4.22,1.91,4.93,3.32,1.64,1.61,4.29,7.54,7.76,,,,,,,,,
February,,,,1.14,2.75,1.2,5.97,6.19,2.44,4.05,4.06,5.93,3.04,4.85,4.21,4.5,0.49,1.61,1.3,2.86,0.97,0.37,3.47,7.74,6.66,0.42,2.75,4.59,3.65,2.57,4.35,,,,,,,,,
March,,,,4.99,6.51,1.57,4.83,3.92,2.35,2.61,3.36,5.23,4.95,1.65,4.21,4.15,3.44,2.87,3.65,3.11,4.37,2.06,1.03,1.18,4.31,4.54,6.87,5.73,2.27,3.11,0.56,,,,,,,,,
April,,,,0.74,2.31,1.68,3.26,2.9,1.86,2.26,1.9,1.75,6.86,2.49,1.41,2.13,2.93,2.36,2.25,2.62,1.47,3.03,2.24,0.51,1.53,3.34,2.46,4.02,2.48,4.5,3.04,,,,,,,,,
May,,,,3.03,1.95,2.77,0.85,4.46,5.29,2.46,2.85,5.26,2.92,1.06,2.27,2.44,5.71,2.52,1.25,3.15,2.68,3.49,4.98,2.22,3.25,0.64,0.76,3.08,3.49,3.28,2.32,,,,,,,,,
June,,,,2.35,1.9,4.22,5.05,3,3.42,6.59,4.4,3.13,6.76,4.28,1.72,3.71,2.15,0.98,2.25,0.87,4.31,2.2,4.14,2.84,3.32,2.51,4.42,4.06,3.59,1.66,2.84,,,,,,,,,
July,,,,5.3,3.67,5.8,4.23,6.78,1.14,6.29,5.67,5.61,6.99,3.98,5,2.04,5.11,1.91,8.57,3.56,3.44,4.02,2.81,4.02,4.9,6.27,3.12,2.2,1.12,2.03,2.34,,,,,,,,,
August,,,,6.66,7.76,3.51,5.1,7.57,6.15,8.02,2.18,6.6,5.09,3.05,1.71,2.22,2.19,2.59,4.89,6.68,5.98,9.75,6.07,3.26,6.28,4.61,3.52,7.04,6.34,1.69,6.16,,,,,,,,,
September,,,,4.31,5.09,5.52,4.39,4.77,7.2,3.62,4.91,2.22,2.62,7.15,3.69,6.63,4.53,6.57,1.67,4.52,3.94,4.05,5.36,5.87,0.87,1.59,9.32,5.42,1.99,7.56,2.75,,,,,,,,,
October,,,,8.28,7.42,5.68,2.78,7.17,6.02,3.35,3.54,3.08,4.47,5.93,3.05,6.81,5.85,2.53,2.93,4.03,4.28,5.98,5.84,5.41,4.85,5.46,6.34,3.16,5.03,3.96,7.33,,,,,,,,,
November,,,5.97,4.44,6.11,4.58,4.55,7.94,3.33,1.38,5.95,6.98,7.9,5.09,2.03,4.15,3.94,2.54,7.04,2.48,9.64,5.98,3.25,4.84,4.27,4.31,1.97,5.28,4.19,2.86,4.69,,,,,,,,,
December,,,,2.44,3.68,2.32,7,5.4,3.22,3.77,7.24,6.75,4.58,4.71,6.82,2.86,7.89,3.17,3.57,4.83,0.33,9.34,3.37,6.44,4.61,4.95,7.45,6.4,5.67,3.77,6.61,,,,,,,,,
Total,,,,50.96,54.97,45.01,50.33,68.41,47.15,45.93,46.65,53.25,60.55,51.61,42.03,44.43,51.48,32.66,41.65,41.28,48.67,53.62,46.78,46.24,49.78,41.96,50.62,52.59,44.11,44.53,50.75,,,,,,,,,
