LADY-CLOUGH-MOOR-NO-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK110924,Long,-1.8359189,Lat,53.428277,Elevation,1720,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2398/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,5.6,1.5,3.4,2.1,2.6,1.4,4.5,4.5,4,6.3,4.3,2.3,2.8,4.5,4.3,8.1,3.8,6.6,3.4,4.4,4.6,4.2,11.2,2.8,5.4,8.1,6.1,3,4,3.87,,,,,
February,,,,,,,2.6,1.7,3.8,3,4.2,4.9,2,1.4,2.3,4.3,5,1.1,5.9,2.6,4,0.7,5.4,6.5,1.53,5.81,4,2.9,5.4,1,0.9,4.4,0.3,5.7,0.3,5.76,,,,,
March,,,,,,,3.4,3.4,3.2,4,1.2,2.8,5.5,5.3,5.5,1.8,1.8,2,2.1,5.1,2.3,3.8,3,2.5,0.97,2.29,2,5.1,2.2,1.3,2.4,0.5,3,2.3,3.2,2.1,,,,,
April,,,,,,,1.3,3.5,2.6,3.3,4.9,3.6,1.4,4.2,2.5,1.9,3.6,1.5,1.7,2.7,7,2,3.7,3.8,2.4,2.8,2.9,5.6,1.9,2,3,5.6,5.4,2,3.11,2.87,,,,,
May,,,,,,,4.2,4.8,3.6,2.7,3.8,2.5,3.8,3.2,3.1,1.7,3,2.5,2.9,1.8,7,2.5,1.3,4.7,6,3.1,4.7,1.8,1.5,3.7,3.1,3.3,4.9,1.8,3.04,0.45,,,,,
June,,,,,,,1.9,8.5,2.2,4.9,3.7,4.4,5.3,2.9,4.3,1.3,4.6,2.3,4,2.6,4.6,0.4,3,2,3.5,0.05,4.3,7.8,6.3,1.5,3.2,4.9,0.7,4,2.31,4.15,,,,,
July,,,,,,,3.3,3.2,5.8,7.4,6.6,0.8,8.2,1.4,4.9,6.4,3.6,2.5,5.2,4.2,7.7,1.8,6.5,5.8,5.9,2.7,4.5,3.5,2.4,4.1,7.5,5.5,5.7,2.9,4.2,1.79,,,,,
August,,,,,,,5.6,5.2,4.3,3.6,7.6,2.8,10.6,2.5,4.2,5.1,3.1,8.1,4,3.9,2.6,6.5,7.1,4.8,7.3,4.7,5.6,5.6,6.3,5.2,7.3,6.1,2.4,1.4,4.3,2.21,,,,,
September,,,,,,,2,0.9,3.8,3.4,0.5,3.5,3.9,2.9,3.5,1,3.4,2.5,11.5,2.6,3.1,1.9,5,5.8,4.4,5.5,4,8.5,0.9,2.1,6.5,5.9,4.9,1.3,3.7,6.02,,,,,
October,,,,,,,7.9,8.2,1.9,6.6,3.5,4.3,4.3,4.8,4.1,3.4,7,6.7,3.5,4.2,2.6,2.6,1.6,5,6.8,6.38,4.4,4.9,7,6.4,7.1,2.5,8.9,6.2,4.96,9.87,,,,,
November,,,,,,,6.5,4.1,3.6,2,3.8,5,3,5,5.7,2,4.2,6.6,2.4,3.6,1.4,2.8,3.5,5.5,3.3,3.02,5.1,5.2,7.6,8.7,5.5,5.9,3.4,3.6,3.26,7.31,,,,,
December,,,,,,,3,4.2,3.2,6.7,6.8,7.2,7,2.6,6.9,7.8,4.1,1.7,8.2,7.9,4.4,8.1,3.6,5,5.2,4.37,3.6,1.4,2.6,7.5,3.7,2.4,2,0.7,7.08,3.92,,,,,
Total,,42.8,40.4,56.2,36.9,41.4,47.3,49.2,41.4,49.7,49.2,43.2,59.5,40.7,51,43,47.7,39.8,54.2,45.7,51,41.2,47.5,58,50.7,45.12,49.7,56.5,55.3,46.3,55.6,55.1,47.7,34.9,43.46,50.32,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is based on the NGR of 41B which is 200 yards NE of this gauge. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
