"LADY CLOUGH MOOR NO 41",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2698,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.30,8.10,3.80,6.60,3.40,4.40,4.60,4.20,11.20,2.80,5.40,
February,4.00,0.70,5.40,6.50,1.53,5.81,4.00,2.90,5.40,1.00,0.90,
March,2.30,3.80,3.00,2.50,0.97,2.29,2.00,5.10,2.20,1.30,2.40,
April,7.00,2.00,3.70,3.80,2.40,2.80,2.90,5.60,1.90,2.00,3.00,
May,7.00,2.50,1.30,4.70,6.00,3.10,4.70,1.80,1.50,3.70,3.10,
June,4.60,0.40,3.00,2.00,3.50,0.05,4.30,7.80,6.30,1.50,3.20,
July,7.70,1.80,6.50,5.80,5.90,2.70,4.50,3.50,2.40,4.10,7.50,
August,2.60,6.50,7.10,4.80,7.30,4.70,5.60,5.60,6.30,5.20,7.30,
September,3.10,1.90,5.00,5.80,4.40,5.50,4.00,8.50,0.90,2.10,6.50,
October,2.60,2.60,1.60,5.00,6.80,6.38,4.40,4.90,7.00,6.40,7.10,
November,1.40,2.80,3.50,5.50,3.30,3.02,5.10,5.20,7.60,8.70,5.50,
December,4.40,8.10,3.60,5.00,5.20,4.37,3.60,1.40,2.60,7.50,3.70,
Total,51.00,41.20,47.50,58.00,50.70,45.12,49.70,56.50,55.30,46.30,55.60,
Calc annual,51.00,41.20,47.50,58.00,50.70,45.12,49.70,56.50,55.30,46.30,55.60,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
