LADY-CLOUGH-MOOR-NO-41A,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK110924,Long,-1.8359189,Lat,53.428277,Elevation,1720,ft.,,,,,,,,,,,,,
Station no,2398,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,7,5.2,4.7,5.2,4.1,12,3.2,6.2,8.9,6.4,3.4,,,,,,,
February,,,,6.2,2.15,6.11,3.8,2.9,6.2,1.1,1.1,4.8,0.3,6.1,,,,,,,
March,,,,2.6,1.35,3.49,1.9,4.7,2.9,1.5,2.8,0.7,3.3,2.5,,,,,,,
April,,,,4.6,3,3.1,2.4,5.4,2.2,2.5,3.3,5.8,5.8,2.2,,,,,,,
May,,,,5.9,6.1,3.2,4.9,1.7,1.7,4.2,3.2,3.5,5.2,2,,,,,,,
June,,,,2.2,4.2,0.06,3.6,7,6.5,1.7,3.5,5.4,0.7,4.2,,,,,,,
July,,,,6.4,6.4,2.7,3.3,3.2,2.6,4.3,7.9,5.9,6,3.1,,,,,,,
August,,,,6,7.5,4.3,5.9,5,6.9,5.7,8.3,6.4,2.6,1.6,,,,,,,
September,,,,6.4,5.3,5,3.5,8,1,2.4,6.8,6.2,5.3,1.5,,,,,,,
October,,,,6,6.8,5.28,4.2,3.9,7.5,7.2,7.6,2.7,9.5,6.6,,,,,,,
November,,,,6.17,3.3,3.41,5,5.4,8.1,9.7,5.9,6.3,3.9,3.8,,,,,,,
December,,,,6.5,6,4.98,3.5,1.5,2.9,7.8,4,2.6,2.2,0.8,,,,,,,
Total,,,,65.97,57.3,46.33,47.2,52.8,60.5,51.3,60.6,59.2,51.2,37.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"NGR is the same as No 41, this was originally a check gauge. Gauge moved 300 yards NE in 1934 and became No 41B.",,,,,,,,,,,,,,,,,,,,,
