GRANGE NUTWOOD & EGGERSLACK - old gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD409783,Long,-2.9059,Lat,54.1978,Elevation,125,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,4.79,6.65,2.38,7.3,4.49,1.88,0.51,0.59,3.24,6.88,7.04,2.3,4.51,2.99,2.24,3.31,6.31,2.95,4.37,1.53,2.72,2.6,3.57,1.11,5.2,5.97,6.02,2.97,3.34,4.98,5.85,2.48,6.66,2.77,5.61,2.85,,,3.15,,,,,,,
February,,,,,2.18,1.27,4.8,3.71,2.52,2.87,2.98,4.5,3.59,2.31,2.54,4.08,1.68,2.16,1.02,2.89,0.77,0.4,1.68,5.76,7.76,0.33,3.19,3.28,3.93,3.32,4.12,1.22,1.78,3.77,3.85,2.8,3.58,2.94,3.42,3.44,,,2.81,,,,,,,
March,,,,,3.63,1.04,3.63,3.5,2.25,2.3,2.95,5.21,3.87,1.03,3.11,3.29,4.14,2.05,2.69,2.88,4.71,1.97,1.47,1.42,3.05,3.98,6.55,6.2,1.75,2.27,0.56,4.07,2.88,4.6,3.83,3.64,4.15,5.38,4.03,4.67,,,6.33,,,,,,,
April,,,,,0.96,1.52,2.74,2.2,2.67,1.33,1.48,2.17,4.37,2.18,1.06,1.69,2.76,2.07,1.5,2.48,1.81,2.17,1.67,0.77,1.7,2.82,1.78,2.67,3.3,4.8,3.13,2.91,1.45,1.97,4.75,4.59,1.97,2.52,3.01,4.33,,3.35,1.19,,,,,,,
May,,,,,0.97,2.41,0.37,2.75,3.88,1.78,1.94,3.64,2.36,1.48,2.98,1.67,4.46,1.73,1.21,3.58,3.1,1.62,5.19,2.88,3.04,0.87,0.5,1.98,2.87,4.16,2.42,1.69,2.83,4.71,3.11,1.77,7.13,5.82,4.25,2.45,,1.41,2.52,,,,,,,
June,,,,,1.1,4.84,3.74,2.36,4.77,4.9,3.83,4.5,4.17,3.67,1.1,2.06,2.01,0.42,1.63,0.89,3.46,1.36,2.55,1.17,5.08,2.74,3.57,5.4,3.56,1.47,3.86,2.3,1.18,2.27,1.58,3.1,3.6,8.67,3.13,2.61,,2.45,5.63,,,,,,,
July,,,,,2.36,2.26,3.59,4.34,0.68,6.5,6.24,6.95,4.87,1.62,6.44,3.76,6.88,1.75,6.65,3.21,3.98,3.01,1.68,4.1,2.93,8.43,4.68,1.67,0.95,3.47,3.19,1.85,4.17,5.08,2.15,2.67,3.17,5.29,4.39,7.41,,0.79,6.11,,,,,,,
August,,,,,7.02,3.56,2.1,5.71,5.86,3.13,1.57,6.11,5.18,3.9,1.6,2.79,3.68,2.44,3.35,5.26,5.31,8.98,7.82,4.65,4.94,5.31,3.09,5.18,8.99,1.53,6.3,4.99,4.36,8.12,4.04,5.27,6.38,5.97,5.3,4.15,,3.49,6.71,,,,,,,
September,,,,,5.77,5.34,4.57,3.36,4.79,4.31,4.6,2.47,2.9,4.5,4.4,5.38,6.39,4.03,1.59,3.19,5.03,6.87,4.69,4.14,0.5,1.22,6.42,5.15,2.41,6.6,3.52,1.99,2.32,8.68,3.46,4.2,1.68,0.87,6.22,3.9,,4.57,1.96,,,,,,,
October,,,,,9.32,4.32,3.56,6.63,4.58,2.78,1.09,2.93,3.88,5.15,3.88,4.43,7.16,2.24,4.18,4.81,2.94,3.48,4.4,6.01,4.04,6.09,5.59,3.28,5.58,4.2,8.3,4.69,4.72,10.39,4.02,3.69,7.43,7.27,3.08,7.81,,5.43,6.16,,,,,,,
November,,,,2.63,4.28,6.13,2.97,7.53,2.44,1.43,5.99,5.67,6.57,5.41,1.64,3.72,4.93,2.71,5.05,1.9,6.61,4.9,4.31,2.61,5.1,4.52,1.48,7.59,5.3,4.5,4.93,5.87,4.14,4.47,4.54,5.39,4.75,5.04,4.93,2.5,,5.34,6.24,,,,,,,
December,,,,1.99,3.4,2.48,6.07,5.35,2.37,2.46,6.62,4.09,3.19,3.89,4.82,1.95,4.81,3.27,3.22,4.14,0.56,7.51,3.16,4.08,4.97,5.47,7.25,6.74,5.63,3.69,7.36,5.35,4.78,3.81,4.85,2.21,4.8,7.17,3.96,9.59,,7.02,5.47,,,,,,,
Total,,,,,45.78,41.82,40.52,54.74,41.3,35.67,39.8,48.83,48.19,42.02,40.61,37.12,53.41,27.86,34.33,38.54,44.59,45.22,42.99,39.12,45.83,44.38,47.67,50.25,49.47,45.98,53.71,39.9,37.95,62.85,46.03,41.81,55.3,59.71,51.33,55.71,,,54.28,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 values are old gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
