"ROCHDALE (ROCH MILLS SEWAGE WORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2860,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.15,5.33,5.69,5.83,3.80,5.44,4.33,9.16,2.10,2.97,,
February,4.93,1.61,3.05,2.22,5.60,6.87,0.72,3.04,3.05,5.20,,
March,4.80,3.90,1.21,0.46,1.15,1.08,5.97,1.57,1.92,2.17,,
April,2.01,2.68,2.54,2.86,2.38,1.29,3.63,1.95,3.74,3.68,,
May,2.79,3.85,3.13,3.19,4.93,1.33,2.21,2.07,4.90,1.83,,
June,0.52,0.85,4.28,3.92,5.10,3.38,2.89,4.85,0.51,2.25,,
July,2.89,4.72,3.44,3.84,2.96,5.14,3.85,2.67,2.00,4.69,,
August,8.75,4.68,7.09,3.81,3.29,5.82,0.30,4.96,3.33,6.25,,
September,0.69,2.37,5.10,4.80,2.67,7.28,3.34,2.69,1.58,7.05,,
October,4.92,5.84,3.27,4.86,5.75,1.03,0.97,2.74,4.75,2.70,,
November,3.15,1.13,3.50,7.48,0.69,7.16,6.39,2.13,6.38,5.61,,
December,2.68,3.76,2.39,4.93,2.78,4.06,3.44,4.03,7.53,3.55,,
Total,39.28,40.72,44.69,48.20,41.10,49.88,38.04,41.86,41.79,47.95,,
Calc annual,39.28,40.72,44.69,48.20,41.10,49.88,38.04,41.86,41.79,47.95,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
