LEE-BLESSINGTON-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ388755,Long,-0.003411,Lat,51.461463,Elevation,49,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,3.5,2.55,4.03,2.67,1.47,2.18,4.26,2.77,1.24,3.31,1.17,5,1.07,2.6,0.3,1.09,1.43,1.81,2.14,1.63,4.14,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,4.25,1.21,1.17,2.86,0.59,1.34,0.86,1.97,1.19,0.96,2.02,1.99,1.34,4.11,2.19,2.77,1.26,3.29,1.54,2.54,0.6,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,1.68,2.33,0.99,1.48,2.36,1.13,2.25,1.49,0.53,0.54,2.7,2.74,1.16,0.66,0.54,1.77,1.01,0.68,1.57,1.63,1.25,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.68,2.35,1.47,1.14,0.37,3.61,1.03,0.7,1.6,1.88,1.44,3.73,4.8,2.86,2.41,0.59,2.5,1.75,1.24,2.33,1.49,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.4,2.29,1.34,3.56,0.58,0.8,3.48,1.81,0.73,1.51,1.46,1.68,4.13,3.9,0.69,1.33,1.26,1.9,1.15,2.31,4.76,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.55,3.89,1.75,0.4,1.36,0.45,2.81,1.91,3.16,2.98,2.61,1.37,0.65,4.47,4.62,2.64,2.03,2.53,1.49,2.19,1.74,0.49,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.6,1.53,6.44,1.61,0.73,2.5,3.24,2.5,2.23,2.39,5.81,0.62,2.59,0.57,4.02,3.65,2.38,2.53,1.94,2.18,0.41,2.89,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.28,2.51,-999,2.77,1.33,1.55,1,3.75,3.12,1.76,3.58,2.74,3.11,7,5.1,0.6,4.58,1.06,0.64,0.92,1.7,1.4,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.19,4.33,-999,1.53,3.35,2.01,4.86,1.64,2.87,2.89,3.12,3.39,1.27,0.83,3.21,4.32,2.35,2.76,4.69,2.4,4.23,1.47,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,6.48,2.28,2.06,2.41,1.95,3.74,0.92,4.76,3.63,4.19,4.35,1.46,2.2,1.9,0.75,8.81,3.12,6.39,1.75,1.08,3.73,1.87,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
