"LONDONDERRY, CLOONEY TERRACE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IC4416416545,Long,-7.310664,Lat,54.994623,Elevation,68,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,2.42,1.01,3.04,5.46,6.46,2.81,6.89,2.71,2.63,3.1,4.55,2.72,3.44,2.77,5.84,3.57,2.67,1.57,2.04,3.99,4.42,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,2.2,
February,2.52,4.31,3.55,3.78,3.82,2.75,2.6,3.27,1.53,3.7,0.74,0.2,2.67,4.17,5.93,0.84,2.89,2.95,5.25,2.05,2.65,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,3.51,
March,2.04,3.65,4.05,2.9,3.13,2.23,2.76,1.78,3.1,2.82,2.6,3.71,1.11,2.14,2.53,3.55,5.08,5.47,2.1,3.02,1.18,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,4.01,
April,3.73,1.64,2.6,1.44,1.49,1.64,2.06,1.89,2.1,2.94,1.71,1.58,0.92,1.21,2.61,2,2.79,2.29,3.82,4.76,2.56,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.39,
May,1.58,1.94,2.51,2.33,3.51,3.68,2.18,2.84,2.08,2.71,1.76,3.17,4.55,1.35,3,1.08,1.06,2.79,3.57,3.41,3.01,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.86,
June,2.94,4.25,4.14,1.93,1.33,0.82,3.65,0.79,3.61,0.43,3.38,1.61,3.3,2.06,2.43,2,3.9,5.92,2.8,1.99,5.05,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,1.84,
July,6.23,3.05,6.58,2.51,2.64,1.95,2.93,3.3,5.99,2.8,3.83,3.16,2.78,3.93,4.3,4.67,4.78,2.41,0.61,2.3,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,3.38,
August,1.43,3.03,3.26,5.25,3.1,2.07,2.04,4.19,4.6,6.77,5.77,5.71,3.94,4.98,2.51,5.26,3.47,4.98,4.53,1.9,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,1.55,
September,2.66,2.24,4.1,5.09,3.61,3.97,4.58,4.26,1.59,3.76,5.4,3.49,3.81,4.15,0.54,1.68,4.97,2.46,4.31,4.3,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.01,
October,1.48,4.13,2.72,4.76,4.35,5.03,4.38,3.33,2.46,4.75,3.54,3.81,5.13,4.87,3,6.86,4.76,3.42,3.31,1.81,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,1.63,
November,5.85,4.32,7.88,5.29,5.07,2.18,4.5,2.91,4.12,2.16,7.7,2.74,4.99,3.34,3.43,3.42,1.42,2.78,4.48,3.12,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,4.6,
December,3.94,3.79,4.47,4.14,4.81,2.64,6.15,4.17,3.58,3.89,1.52,4.5,3.27,3.92,4.25,4.6,4.08,4.55,4.46,5.92,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,2.94,
Total,36.82,37.36,48.9,44.88,43.32,31.77,44.72,35.44,37.39,39.83,42.5,36.4,39.91,38.89,40.37,39.53,41.87,41.59,41.28,38.57,44.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.51,29.92,
