"BLACKRIDGE (BEDLORMIE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5152/7,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.53,6.24,4.15,5.19,3.91,4.70,3.66,7.94,4.01,2.86,,
February,4.35,1.69,4.06,1.99,6.55,3.52,1.23,4.61,5.06,4.18,,
March,3.39,1.35,2.74,0.79,2.93,3.23,4.07,3.23,1.79,3.68,,
April,1.89,2.74,2.58,2.95,2.37,1.51,5.06,3.29,3.94,3.47,,
May,4.46,2.52,4.24,3.34,4.71,1.85,3.29,1.83,1.91,2.08,,
June,1.00,1.89,4.87,4.34,4.38,3.60,3.84,5.74,1.06,2.71,,
July,3.46,3.61,3.11,3.18,3.49,4.23,2.56,3.45,2.31,5.02,,
August,5.44,3.80,5.01,4.80,3.08,4.07,0.03,7.72,3.89,3.85,,
September,0.76,5.17,3.03,5.99,6.65,7.82,3.73,5.67,1.93,8.84,,
October,3.94,6.06,6.10,4.97,5.88,0.60,1.67,4.98,5.47,3.49,,
November,2.61,0.97,2.25,7.86,0.83,5.17,5.38,3.37,4.24,3.81,,
December,2.25,3.80,2.12,5.06,3.30,3.87,3.33,4.78,8.15,2.35,,
Total,35.08,39.84,44.26,50.46,48.08,44.17,37.85,56.61,43.76,46.34,,
Calc annual,35.08,39.84,44.26,50.46,48.08,44.17,37.85,56.61,43.76,46.34,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
