UPHALL NO. 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT018712,Long,-3.573042,Lat,55.923817,Elevation,646,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,1.65,2.24,3.28,1.85,4.56,2.1,3.56,2.91,3.8,5.52,3.02,2.91,3.1,3.3,4.22,3.79,6.75,1.08,4.95,2.5,5.55,3.68,3.8,1.23,3.96,3.05,5.58,4.4,1.45,1.5,3.68,2.88,3.75,2.62,3.55,2.9,7.15,3.4,2.25,3.9,3.8,1,3.7,2.2,1.65,5.2,2.25,1.05,3
February,,,2.38,1.85,2.52,2.73,4.82,0.92,2.18,1.39,3.7,0.51,2.42,3.22,0.8,3.48,3.98,1.82,4.55,1.22,0.58,2.4,0.12,2.18,0.18,3.11,3.05,3.7,0.98,3.65,1.15,4.03,1.29,2.78,0.95,5.2,2.52,0.95,3.35,3.5,3.3,2.55,0.85,1.3,1.85,2.1,1.6,3.25,1.9,1.3,2.8
March,,,3.19,3.93,2.93,2.48,4.05,2.21,0.87,2.02,3.44,3.98,1.65,0.96,1.15,1.9,1.96,2.2,2.38,0.6,2.6,1.38,2.58,1.55,3.2,1.42,2.1,1.55,2.52,4.09,3.03,2.87,1.34,2.22,0.57,2.12,2.48,3.55,2.3,1.05,3,3.7,1.65,0.95,1.95,1.9,2,2.55,1.7,1.25,1.75
April,,,0.62,2.66,2.18,1.95,3.06,2.25,0.77,2.35,1.95,1.03,2.01,2.82,1.55,4.3,1.93,1.8,1.3,2.3,0.98,2.3,3.37,1.68,4.25,3.09,1.05,1.43,0.42,1.55,2.45,1.33,2.36,1.55,2.33,1.55,0.78,4.75,2.55,2.35,3.05,2.85,1.45,2.6,1.4,1.05,0.55,1.75,1.6,2,1.75
May,,,0.83,1.7,2.94,1.66,4.93,1.81,2.58,0.74,3.49,1.9,2.21,1.58,5.18,4.9,2.8,1.95,1.89,2.05,1.5,3.05,3.28,2,1.68,0.7,0.82,2.05,4.6,0.86,1.8,5.85,2.05,3.7,2.75,4.2,2.19,3.05,2,1.9,1.7,2.5,1.65,2.5,4.65,2.7,1.5,2,2.9,1.25,1.75
June,,,4.85,2.21,0.85,1.52,3.65,2.16,0.58,2.18,1.51,0.45,2.41,1.32,2.42,0.48,3.12,3.63,5.42,2.44,2.05,5.1,1.39,1.89,2.98,2.3,1.65,2.12,3.95,1.85,0.51,0.71,0.98,3.05,2.56,3.05,2.42,3.6,5,1,2.15,1.75,2.85,1.3,2.45,1.75,3.3,1.65,4.3,2,1.45
July,,,3.25,1.16,3.58,3.88,3.94,1.68,2.87,1.05,3.84,2.91,3.66,3.85,3.65,1.8,3.01,2.8,2.38,3.1,3.98,5.02,2.8,4.44,3.45,1.62,4.3,3.4,3.18,4.43,5.42,2.93,2.25,2.53,2.98,3.78,3.73,2.95,3.5,2.15,4.75,4.8,2.9,6,2.75,1.8,4.45,4.15,7,3.35,2.8
August,,,4.02,0.98,2.15,2.95,4.02,4.65,2.53,2.65,5.98,5.53,1.65,5.08,3.76,2.82,2.15,7.15,4.68,4.51,5.55,4.1,0.85,1.68,3.28,1.95,2.15,4.48,1.95,1.18,1.42,4.06,2.43,4.18,4.55,2.65,3.46,0,8.6,4.1,3.65,5.85,5,3.15,5.8,1.25,6.6,3.4,4.8,0.75,3.65
September,,,2.71,2.27,0.9,2.25,1.68,1.7,5.15,2.8,1.8,1.91,1.97,3.71,3.7,4.5,3.55,8,3.2,0.95,3.75,1.5,3.32,1.52,2.7,4.5,3.73,2.8,3.1,2.36,2.8,0.95,3.8,3.32,4.06,5.19,5.3,2.6,4.3,1.7,7.15,2.15,2.55,2.7,3.8,2.3,4.1,1.9,3.6,0.85,1.95
October,,,3.05,2.15,1.68,2.22,6.21,3.78,4.4,1.54,0.83,4.12,1.47,3.15,3.55,2.83,5.25,4.6,4.35,4.05,3.88,2.95,5.2,2.74,4.71,7.21,3,4.15,6.8,2.9,3.3,3.1,3.75,5.05,3.55,4.45,0.78,1.55,3.15,5.9,2.5,0.85,2.4,1.65,7.7,2.05,2.45,3.2,2.25,2.9,3.15
November,,,2.53,3.93,4.42,1.6,4.05,4.96,2.2,5.66,2.88,2.1,2.33,3.45,2.04,0.72,5.05,2.5,3.65,5.08,4.6,5.28,2.77,1.72,1.22,4.45,2.8,0.73,6.02,5.58,4.26,1.7,0.72,1.3,6.85,0.62,4.43,4.55,3.15,3.25,3.85,5.1,2.45,5.1,4.25,1.3,0.95,2.35,1.55,6.75,2.9
December,,,4.48,2.55,4.45,5.02,3.88,2.88,2.88,3.74,2.58,4.85,3.45,3.05,4.3,2.45,0.95,1.5,3.35,5.65,2.1,2.3,7.22,0.8,3.26,1.48,3.95,1.62,2.48,1.42,3.1,1.58,2.78,1.6,3.2,2.7,2.92,3,3.8,6.4,2.45,4.2,3,3.6,4.55,5.25,3.85,3.6,5.05,4.2,3.8
Total,,,33.56,27.63,31.88,30.11,48.85,31.1,30.57,29.03,35.8,34.81,28.25,35.1,35.2,33.48,37.97,41.74,43.9,33.03,36.52,37.88,38.45,25.88,34.71,33.06,32.56,31.08,41.58,34.27,30.69,30.61,27.43,34.16,38.1,38.13,34.56,33.45,48.85,36.7,39.8,40.2,30.55,31.85,44.85,25.65,33,35,38.9,27.65,30.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958 Nov transcription error - corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
