"DALRY, GARROCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX593810,Long,-4.206853,Lat,55.103389,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,7.9,3.2,9.7,6.03,8.85,13.38,7.72,6.76,6.99,6.57,10.81,6.26,16.53,3.71,10.81,7.91,12.07,7.29,10.63,3.24,8.67,10.83,10.76,7.06,5.82,1.18,9.62,11.57,8.7,4.25,10.2,9.81,11.61,6.11,4.88,7.22,8.43,2.62,8.25,5.54,4.63,8.07,7.78,3.32,6.15
February,,,,,,,6.4,1.7,10.2,1.03,7.73,1.71,5.87,8.65,0.95,7.01,7.3,3.46,6.56,2.78,0.42,6.36,0.07,6.08,0.8,8.69,3.47,7.42,4.9,8.86,2.7,4.57,2.42,7.05,2.24,10.36,4.77,1.19,6.07,7.31,6.27,4.84,1.82,1.92,5.81,2.46,1.16,3.46,5.36,2.34,8.43
March,,,,,,,1.9,3.8,2.3,4.7,9.84,11.96,2.28,3.33,1.29,0.89,4.88,5.87,8.59,1.47,3.62,1.63,3.49,4.54,3.2,1.83,4.22,3.04,4.19,6.39,6.07,4.41,4.62,2.15,0.75,4.05,3.4,8.5,6.29,2.61,5.5,4.41,4.03,0.61,4.85,2.42,3.88,5.6,1.77,5.34,1.85
April,,,,,,,4.9,3.1,1,3.18,4.59,2.05,3.82,4,2.82,4.28,3.17,3.07,2.82,1.48,2.9,2.46,6.82,2.86,3.74,4.72,1.28,3.49,0.83,2.62,3.02,2.14,4.15,4.07,3.27,3.18,1.85,9.48,3.29,6.63,5,3.41,2.62,2.99,1.76,2.45,1.39,2.16,1.75,4.62,7.1
May,,,,,,,4.4,6,2.6,0.98,8.23,3.67,3.74,2.48,4.25,5.71,3.58,3.45,2.07,5.69,2.62,4.56,4.03,3.26,4.6,1,2.29,2.62,5.73,1.08,2.06,3.67,5.09,5.69,3.79,6.96,0.86,5.62,2.17,2.25,1.84,2.69,3.17,3.28,4.51,4.3,2.46,3.73,3.91,2.33,2.15
June,,,,,,,1.9,3,1.6,6.1,2.88,0.24,1.86,1.7,2.99,0.3,2.47,5.9,7.58,2.96,3.24,7.05,1.91,3.08,2.38,6.22,2.82,3.69,7.74,3.39,1.2,0.8,1.04,4.11,4.57,5.06,4.73,4.64,4.85,0.81,4.12,2.55,2.97,2.2,4.87,3.01,3.34,1.21,3.24,4.14,3.59
July,,,,,,,5.9,1.6,5,1.1,4.21,5.66,5.18,5.22,5.53,1.5,2.76,6.36,2.95,5.33,5.68,6.05,4.04,6.34,3.17,2.82,7.66,5.72,7.48,6.11,6.08,2.98,3.89,3.03,4.07,4.05,3.37,5.06,4.01,2.11,5.25,2.27,3.51,7.04,4.06,2.47,6.04,5.24,4.74,6.53,5.21
August,,,,,,,3,6.8,4.7,4.34,4.27,6.77,4.48,10.81,4.66,4.4,5.28,7.09,8.66,6.93,9.21,2.18,1.95,2.85,5.14,2.13,3.74,3.83,2.72,1.96,1.75,6.97,7.45,7.33,3.78,1.87,4.39,0.16,9.36,4.46,7.97,9.63,5.18,3.85,4.09,1.59,9.92,4.74,5.24,1.05,4.18
September,,,,,,,1.8,3.6,8.1,5.41,3.31,3.77,4.39,9.04,8.99,3.98,4.21,7.73,3.16,0.83,5.31,1.61,8.06,1.84,7.45,7.04,6.84,3.21,6.08,3.18,5.8,3.43,7.56,3.81,7.17,6.93,10.71,6.28,6.51,2.21,13.97,5.68,3.04,8.8,8.45,3.79,5.97,4.19,6.37,1.77,4.29
October,,,,,,,11.4,12.5,8.1,2,4.83,4.63,3.49,9.75,4.82,6.71,7.11,7.36,11.48,7.9,11.21,4.61,7.6,4.24,9.91,12.39,8.05,3.71,12.25,4.03,8.03,6.44,7.57,11.31,8.1,7.61,0.94,2.07,6.67,8.17,5.43,0.86,6.56,5.71,12.06,4.72,4.47,4.23,5.65,7.46,6.05
