FAIR ISLE NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HZ221741,Long,-1.610834,Lat,59.552201,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,0.5,2.95,2.75,2.35,1.3,4.4,2.5,2.3,1.6,4.7,3.3,6.74,7.9,4.3,6.49,3.55,4.17,3.72,2.63,1.42,0.89,,2.5,2.65,2.07,0.77,1.65,2.69,3.49,1.48,2.45,3.04,2.28,,2.71,2.76,1.06,1.9
February,,,,0.72,1.8,1.5,2.4,2.1,3.2,0.9,1.2,2.4,0.6,9.9,5.48,4.2,3.95,4.26,4.05,1.65,4.26,1.92,1.11,0.33,,1.89,0.98,0.89,1.55,1.13,2.88,1.25,1.58,1.86,2.6,3.76,,1.9,1.42,0.34,0.82
March,,,,0.75,1.8,1.85,4.05,2.5,3.3,2,0.6,3.7,4,1.7,1.98,5.88,1.15,2.91,1.84,2.16,1.65,1.38,0.98,0.51,,0.99,1.09,1.75,1.25,1.54,2.66,2.52,0.98,0.65,2.6,1.81,,1.54,0.94,0.35,2.2
April,,,,0.4,0,1.85,2.2,0.55,2.9,1.9,2.9,3.8,2.6,,6.12,1.48,1.05,1.45,0.35,0.33,6.05,1.23,1.19,0.6,,1.19,1.35,1.56,0.74,1.74,1.07,1.78,1.37,1.2,3.11,1.69,,4.29,0.5,1.3,1.36
May,,,,0.5,1.15,1.35,1.05,0.8,1.7,2.1,1.1,0.5,0.6,0.1,1.59,1.32,2.5,0.7,1.35,1.4,1.38,0.91,2.23,0.27,1,0.26,2.33,0.93,0.52,0.4,2.53,1.65,1.34,3.21,1.72,1.55,,0.76,0.34,0.82,0.84
June,,,,0.38,0.5,2.6,1.25,1.15,1.9,0.8,0.4,1.2,2.8,0.65,0.29,0.76,0.36,3.36,1.3,1.01,0.1,0.91,1,,0.51,0.47,2.47,1.47,1.48,2.55,0.5,0.94,0.6,0.88,0.86,1.35,,2.35,1.79,0.47,1.43
July,,,,1.25,1.5,1.95,1.95,2.6,1.3,2.6,0.3,1,0.6,1.02,1.05,3.1,1.92,0.82,1.34,2.13,0.48,0.87,0.85,,0.44,1.15,1.4,1.21,2.82,1.45,1.81,1.53,2.04,1.53,0.95,0.68,,0.73,1.58,0.67,2.04
August,,,,2.91,2.55,2.1,1.5,3.9,1.9,0.9,0.4,3.9,1.7,2.8,1.85,3,3.15,2.5,1.46,1.77,3.1,1.45,1.96,,0.74,2.3,0.55,2,2.52,4.04,0.74,1.53,1.26,2.05,0.96,1.37,,0.41,1.13,4.59,3.04
September,,,,3.22,0.3,2.7,4.65,3.6,1.6,2.7,2.1,3.2,1.6,2.11,1.6,1.9,1.87,2.09,2.05,1.7,1.96,2.31,0.51,,0.94,1.81,1.73,4.18,3.56,2.71,2.2,1.76,4.09,2.62,3.07,1.73,,2.13,1.52,2.27,1.84
October,,,,3.85,1.9,5.8,6.1,5.3,3.1,2.4,2.5,6.5,2,7.54,7,4.75,5.45,1.85,0.95,5.75,0.6,1.11,1.37,,0.71,0.46,3.1,5.31,2.09,2.18,0.49,1.05,0.83,3.23,2.19,2.53,,2.77,2.74,1.52,2.6
November,,,,3.2,2.15,2.75,3.95,3.22,2.5,3.7,4,2.1,3.1,3.3,2.97,6,3.5,2.27,2.9,4.64,9.09,1.93,0.95,,2.03,2.95,3.38,3.01,2.21,2.99,3.17,0.54,1.12,4.64,2.75,1.1,,1.77,3.27,2.68,3.48
December,,,,3.15,3.55,0.27,3.25,3.9,3.3,2.5,7.1,7,8.7,3.75,7.32,4.2,2.36,1.46,4.98,3.05,1.76,2.51,2.21,,1.46,4.14,2.86,3.29,3.25,3.38,2.43,2.42,1.03,3.54,2.24,1.24,,0.55,2.54,2.98,1.72
Total,,,,20.83,20.15,27.47,34.7,30.92,31.1,25,24.9,36.9,33,,43.99,44.49,31.56,30.16,26.12,29.76,34.15,19.16,15.78,,,20.11,23.89,27.67,22.76,25.76,23.17,20.46,17.72,27.86,26.09,21.09,,21.91,20.53,19.05,23.27
