"DAER (GARLS CRAIG)",,,,,,,,,,,,
Grid ref,NS976092,Long,-3.617107,Lat,55.366083,,,,,,,
Station no,5162/5/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.64,9.35,3.33,5.99,6.93,4.47,10.33,8.92,4.42,7.53,,
February,5.25,3.77,2.46,6.11,2.38,1.64,5.66,7.07,2.57,9.44,,
March,4.27,4.60,1.18,4.88,3.75,3.92,6.15,2.74,6.72,2.76,,
April,5.73,3.82,4.14,1.77,3.70,0.89,3.45,2.25,5.55,8.42,,
May,2.72,3.26,4.05,7.21,4.87,3.81,3.78,5.08,1.64,3.06,,
June,2.07,3.55,3.28,5.44,3.35,4.95,1.59,4.05,4.57,4.17,,
July,3.55,3.12,7.95,5.35,3.21,6.15,6.06,5.28,6.60,4.07,,
August,9.02,4.69,4.03,6.43,2.42,8.13,6.53,5.03,1.29,4.75,,
September,6.13,2.59,7.31,10.80,5.90,6.14,4.35,7.47,1.81,3.56,,
October,0.95,7.84,6.35,13.57,4.92,5.16,6.33,6.22,8.58,4.68,,
November,12.98,4.04,10.68,15.17,4.18,3.52,2.80,2.52,13.46,13.23,,
December,11.59,6.06,7.07,9.67,9.73,11.35,7.34,6.61,12.40,7.31,,
Total,70.90,56.69,61.83,92.39,55.34,60.13,64.37,63.24,69.61,72.98,,
Calc annual,70.90,56.69,61.83,92.39,55.34,60.13,64.37,63.24,69.61,72.98,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
