Rainfall at,DOWNHAM MARKET OUTWELL SLUICE
,
Station no,1464,
,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,1.27,0.46,1.51,1.56,1.04,1.64,1.73,2.28,1.41,1.06,
February,0.47,1.39,0.75,1.03,0.64,0.76,2.11,1.87,1.16,2.06,
March,0.69,0.52,1.56,1.10,1.05,0.29,1.91,1.28,0.43,0.43,
April,0.54,2.86,1.81,1.31,1.17,0.77,3.04,3.77,1.38,2.26,
May,0.43,0.73,1.97,2.06,0.87,1.08,1.38,1.32,4.19,3.35,
June,1.90,4.00,2.33,1.70,1.79,2.98,2.15,2.06,1.14,4.01,
July,3.29,1.89,3.92,3.35,0.73,5.73,2.53,1.94,0.85,4.57,
August,1.41,0.47,4.61,3.33,1.90,1.82,2.19,3.07,3.91,3.36,
September,1.15,3.21,1.80,1.79,1.75,1.87,2.52,1.18,1.21,2.60,
October,2.37,1.04,3.16,1.97,1.96,2.09,0.65,1.14,1.95,0.60,
November,0.86,1.13,2.74,1.70,1.98,3.70,2.15,3.01,3.38,1.02,
December,2.23,0.67,2.58,0.58,1.16,1.06,2.51,1.50,1.47,0.64,
Total,16.61,18.37,28.74,21.48,16.04,23.79,24.87,24.42,22.48,25.96,
Calc annual,16.61,18.37,28.74,21.48,16.04,23.79,24.87,24.42,22.48,25.96,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
