EAST-GRINSTEAD-BROCKHURST-OBSERVATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ406373,Long,0.00745479,Lat,51.117745,Elevation,435,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.85,5.12,1.1,4.14,1.8,1.49,3.78,5.92,4.41,3.45,5.65,2,2.74,3.73,4.37,3.15,5.11,1.31,4.3,2.56,3.82,2.42,3.53,1.25,6.33,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.83,1.19,5.59,6.3,4.91,0.97,1.55,2.66,0.69,0.73,3.19,5.75,1.02,5.51,3.04,5.71,2.12,0.72,1.19,2.69,0.69,3.34,0.35,5.28,2.68,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,5.18,3.72,6.27,0.78,4.6,2.06,1.12,4.52,1.85,2.15,2.81,3.16,2.84,1.03,0.44,4.68,2.81,0.02,1.64,0.43,1.8,3.8,3.65,0.7,1.49,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.11,3.65,1.71,1.83,1.63,2.44,3.66,2.68,3.43,1.16,3.77,3.08,3.53,3.18,3.7,1.99,2.19,1.18,1.84,4.16,3.1,0.87,3.41,4.02,2.4,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.42,1.84,1.5,4.03,2.46,2.29,1.74,0.38,1.11,1.98,0.95,3.38,4.24,3.64,1.54,1.18,1.47,2.73,2.81,3.22,3.45,1.98,0.87,1.45,1.55,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.05,0.6,0.7,1.39,3.09,2.5,1.2,1.08,1.22,0.07,1.52,0.41,3.1,0.15,4.24,3.73,2.69,1.79,0.79,1.78,1.45,1.73,1.74,4.14,3.44,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.29,4.2,2,4.51,1.39,3.55,6.18,1.94,5.85,0.58,4.07,3.31,4.35,4.43,1.58,3.47,1.75,1.66,2.47,3.44,3.05,2.33,1.65,1.72,4.85,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.15,5.76,1.5,1.23,1.61,3.09,7.7,1.19,3.04,1.62,2.57,2.93,2.04,3.91,2.56,3.11,5.34,4.76,3.48,3.82,5.24,1.04,1.33,2.21,4.84,0.78,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.72,3.89,1.91,1.29,2.04,1.64,2.34,6.03,1.5,4.33,0.93,2.17,2.16,4.01,2.6,0.86,4.98,1.1,0.39,3.72,2.46,2.36,3.4,2.01,5.11,2.82,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,5.21,4.25,5.41,2.26,2.82,5.79,4.99,2,0.84,1.85,1.75,1.49,7.46,4.12,4.45,2.93,2.64,7.61,4.66,2,0.77,7.86,2.31,2.6,4.87,2.57,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,7.75,3.06,4.29,4.94,,5.9,1.87,2.77,2.33,2.11,1.94,2.69,2.42,3.99,3.66,7.87,3.55,3.75,9.37,5.93,5.49,1.67,1.19,5.28,7.86,5.8,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
