BUILTH-WELLS-ST-JOHNS-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO027542,Long,-3.4243676,Lat,52.177445,Elevation,550,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,4.88,2,6.15,2.34,2.22,2.66,4.27,1.45,4.09,4.88,2.87,4.73,3.16,1.43,4.37,4.79,6.22,5.22,5.11,3.74,4.61,5.01,5.54,5.85,7.99,1.46,7.19,,6.58,3.85,4.17,1.64,,,,,
February,,,,,4.73,2.05,3.41,2.61,2.51,0.71,5.15,3.1,2.57,2.22,5.6,6.33,7.5,0.98,4.29,3.07,3.27,0.24,5.18,9.82,0.56,6.78,3.46,3.36,4.22,1.14,0.49,,0.27,4.5,0.35,4.87,,,,,
March,,,,,1.9,5.98,3.02,1.71,3.93,3.07,1.45,1.83,6.36,6.71,5.57,0.89,3.62,2.59,2.34,7.65,6.68,4.35,3.75,1.86,1.68,1.27,1.5,4.13,3.04,0.35,3.09,,2.62,3.05,3.35,1.46,,,,,
April,,,,,1.81,4.63,1.1,2.61,2.81,3.61,2.94,1.95,0.48,5.95,1.66,1.41,2.44,2.14,2.24,2.4,7.11,1.07,3.68,2.78,4.52,3.23,2.84,2.35,0.97,0.69,3.75,,4.61,0.82,3.85,4.56,,,,,
May,,,,,1.67,0.35,2.82,3.58,2.47,1.7,1.82,1.28,1.38,2.77,1.71,2.91,4.98,3.98,2.95,0.61,3.07,1.37,1.06,3.2,6.22,4.8,2.48,2.09,0.81,3.28,2.25,,5.35,1.96,2.16,1.19,,,,,
June,,,,,1.46,1.81,2.28,3.6,1.16,3.01,5.24,2.52,5.41,2.63,2.49,1.77,2.11,2.29,1.46,1.98,3.59,0.95,1.76,0.76,3.12,0.1,2.38,4.66,4.79,3.2,1.22,,1.24,4.08,1.31,4.64,,,,,
July,,,,,2.19,1.76,1.06,4.01,4.29,4.03,3.58,0.42,3.42,0.91,3.96,7.37,1.55,2.93,3.74,1.13,4.18,1.84,5.35,2.91,4.85,4.12,5.07,4.09,2.3,2.39,4,,2.57,3.73,2.46,0.42,,,,,
August,,,,,3.55,5.16,2.55,3.45,4.57,1.41,5.05,4.12,8.18,2.73,3.33,4.46,2.97,8.17,2.37,3.64,1.73,4.31,2.98,3.16,4.85,2.81,4.75,6.8,5.04,2.29,3.8,,1.8,0.97,3.29,1.78,,,,,
September,,,,,1.82,1.9,1.26,0.65,2.47,3.76,0.52,3.69,0.76,2.53,1.83,1.19,2.22,2.8,7.36,2.09,3.22,1.57,3.57,3.64,6.18,3.03,2.73,5.62,1.79,1.86,5.33,,3.49,1.32,2.59,6.1,,,,,
October,,,,,1.89,2.75,5.56,5.66,3.22,6.36,3.83,4.35,4.73,4.95,2.55,3.08,8.32,6.14,3.26,2.09,5,2.47,1.09,7.38,5.26,5.04,4.1,3.44,6.39,7.21,5.26,,7.65,6.46,4.39,5.39,,,,,
November,,,,,2.87,3.24,4.01,3.32,3.22,2.18,6.69,5.53,3.52,4.71,5.22,3.58,4.38,3.09,2.93,3.35,2.14,3.38,2.06,3.78,3.96,2.85,8.73,3.41,8.82,10.04,5.22,,3.67,1.07,1.8,6.49,,,,,
December,,,,,3.44,1.32,4.12,4.76,4.57,6.74,8.8,8.66,6.08,2.75,9.62,8.34,2.96,1.84,6.09,7.95,4.69,4.67,6.34,3.34,7.05,4.56,0.96,3.78,3.37,10.57,5.36,,2.58,1.17,9.09,3.95,,,,,
Total,,,,,32.21,32.95,37.34,38.3,37.44,39.24,49.34,38.9,46.98,43.74,46.41,46.06,46.21,38.38,43.4,40.75,50.9,31.44,41.93,46.37,52.86,43.6,44.54,49.58,49.53,44.48,46.96,,42.43,32.98,38.81,42.49,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is the vicarage to St John's Church. Altitudes a reasonable match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
