LOCH SUNART GLENBORRODALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NM608610,Long,-5.906768,Lat,56.679354,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,8.3,11.4,7.53,7.54,7.6,4.5,11.14,7.47,1.38,4.4,1.02,6.66,6.78,10.86,4.87,6.61,9.04,8.59,10.26,14.12,6.26,9.69,4.97,8.01,2.12,3.78,1.7,6.9,5.99,8.2,4.85,7.31,9.86,8.54,6.95,9.62,5.15,7.54,7.74,7.56,5.87,8.5,6.73,5.83,9.12,9.17,4.59,6.57,5.5,9.28,11.67,6.69,12.07,6.5,5.82,10.02,13.74,11.13,2.25,9.75,6.88,9.87,7.24,8.47,8.1,3.46,10.33,12.93,4.08,1.62,0.91,5.95,8.14,7.91,6.37,10.65,7.78,8.5,9.15,6.42
February,,6.25,6.23,0.77,3.74,2.6,3.61,10.61,3.62,2.71,7.85,4.28,5.89,10.3,9.25,9.44,3.12,5.73,5.48,4.41,0.99,3.08,2.12,8.98,8.32,1.42,4.31,3.83,8.88,4.12,6.29,4.18,2.51,11.29,5.01,7.22,6.5,6.15,8.51,5.32,9.43,7.88,4.66,4.66,8.5,7.74,7.45,1.34,9.34,1.07,9.08,5.18,7.45,3.91,4.92,6.1,5.56,4.34,5.17,1.84,0.63,7.5,0.45,4.79,2.39,9.85,3.01,4.74,7.49,8.35,3.69,5.11,4.79,6.8,3.83,8.37,6.36,0.04,6.17,6.44,6.38
March,,5.98,4.15,3.81,7.17,3.46,6.22,4.46,4.5,3.05,3.45,5.63,6.73,2.85,9.15,5.02,3.64,3.36,4.9,5.73,8.39,6.82,1.35,3.12,6.67,5.82,8.75,7.86,3.63,5.88,0.82,3.55,7.69,10.32,4.03,7.57,2.92,6.18,8.61,1.34,5.29,3.26,6.4,8.87,5.41,6.39,1.42,3.08,2.54,4.31,7.83,8.47,3.55,3.06,0.75,4.43,5.95,4.82,6.68,1.26,4.92,1.33,4.42,3.23,3.46,4.78,4.67,1.19,8.15,5.32,6.26,2.04,2.23,3.96,4.03,6.29,3.24,3,5.41,4.37,4.51
April,,1.07,2.77,1.45,5.19,0.9,1.02,2.24,2.83,2.53,4.61,1.37,4.81,3.78,1.67,3.11,4.32,4.21,5.66,4.77,3.06,0.85,0.7,2.01,1.39,3.58,4.73,4.26,6.23,5.32,6.28,4.86,4.01,3.18,8.73,2.84,4.86,4.07,2.5,3.73,8.22,5.32,5.47,5.49,4.92,6.4,4.76,4.41,1.97,7.21,3.54,3.99,4.99,3.36,4.25,6.21,2.6,7.18,4.21,2.06,2.77,3.74,5.98,6.18,4.27,3.77,1.4,3.31,1.22,3.35,4.04,4.05,2.42,7.01,4.05,3.35,4.35,7.9,4.64,8.2,6.63
May,,2.38,4.39,2.59,2.37,1.73,1.27,2.78,2.94,3.38,2.72,2.6,3.16,4.52,4.68,4.02,3.6,1.59,6.22,3.52,1.39,3.16,5.85,2.87,3.88,1.31,2.89,4.28,3.94,1.33,5.09,1.64,3.4,3.85,4.23,3.89,4.76,4.63,3.66,4.03,4.24,4.77,3.22,4.41,3.18,1.01,5.12,4.53,4.18,1.45,7.49,4.63,7.39,4.03,4.08,7.33,4.54,3.96,0.78,5.34,3.28,4.35,1.92,2.58,4.46,1.16,4.36,3.64,4.6,2.69,1.83,1.12,3.34,3.5,5.99,3.77,1.16,4.27,1.79,3.42,2.91
June,,0.72,4.96,2.56,2.19,2.48,5.16,7.65,4.27,3.31,2.74,5.39,4.17,3.5,2.17,3.89,2.33,3.48,4.82,1.18,6.22,2.78,3.97,0.56,3.79,1.95,5.21,3.85,3.44,2.81,3.42,4.4,1.5,1.25,3.82,1.13,1.52,4.6,4.25,1.68,1.68,4.31,4.53,4.35,3.2,1.46,2.23,3.05,3.79,6.71,2.78,2.62,4.88,6.85,4.47,2.86,3.4,5.92,5.86,5.24,4.24,5.82,2.67,3.79,4.1,2.94,2.63,4.1,9.49,3.4,3.13,1.83,3.48,6.72,5.2,6.6,4.68,5.73,5.15,3.09,6.13
July,,5.47,4.27,4.68,2.99,1.13,5.26,4.78,4.82,8.58,3.39,6.41,6.7,4.03,5.34,3.65,4.69,5.47,3.66,1.45,7.19,1.7,4.29,5.36,5.18,5.42,5.45,5.43,4.58,4.27,5.26,2.5,3.56,6.65,3.38,6.47,5.56,3.46,3.78,7.03,3.77,6.61,4.62,1.37,3.74,4.72,3.79,1.31,5.72,1.97,5.67,3.54,4.69,9.09,4.8,4.05,4.36,3.26,4.25,3.58,2.18,6.04,5.77,6.16,5.32,5.48,4.73,5.06,5.86,7.36,4.84,4.63,7.81,4.03,2.27,5.51,8.04,4.87,4.15,3.15,6.07
August,,2.48,5.19,5.22,4.53,4.98,5.35,-999,4.78,4.46,1.61,6.01,4.08,5.92,7.09,3.6,3.73,5.2,7.86,8,7,5.35,6.54,4.94,4.89,6.89,9.05,4.03,5.11,2.3,6.36,8.21,5.18,8.19,5.57,4.65,4.91,9.69,5.38,5.02,7.73,4.37,3.89,2.89,6.18,3.36,4.22,6.13,6.77,6.91,5.05,3.92,4.27,6.78,5.76,4.9,6.36,4.11,4.37,7.29,8.24,3.28,4.05,8.68,6.17,7.14,4.55,5.64,4.92,3.25,5.22,7.46,7.62,4.74,3.6,3.44,6.65,0.24,5.95,8.82,8.88
September,,3.07,6.99,4.27,9.52,4.65,2.28,-999,7.67,10.58,5.15,3.12,5.49,4.21,5.38,13.02,7.26,5.95,4.6,4.64,9.12,10.68,12.23,6.64,0.68,5.12,7.71,6.51,8.35,9.21,7.47,6.44,7.82,5.49,5.12,9.32,5.34,2.25,9.34,4.17,3.84,6.85,4.18,3.4,5.5,2.44,4.29,7.36,8.22,8.72,4.97,4.95,3.7,9.17,7.91,6.31,4.8,5.42,5.04,6.6,4.09,2.86,7.98,1.97,11.78,9.35,4.8,6.67,7.1,3.31,6.87,4.24,10.91,6.3,6.49,7.62,6.68,9.08,10.26,3,11.32
October,,8.63,8.46,7.51,11.04,3.53,7.89,-999,9.69,5.55,1.99,4.95,3.93,7.14,10.47,7.03,6.17,6.53,6.61,6.53,16.36,8.19,3.17,11.21,8.28,6.77,6.09,3.99,2.9,4.46,10.75,7.14,6.36,12.74,5.21,7.43,7.62,4.34,1.59,9.4,5.03,3.86,6.61,5.17,4.19,2.78,8.94,14.43,8.96,3.27,4.76,7.5,4.31,10.46,5.97,6.18,7.8,7.54,10.23,10.78,10.53,6.25,10.99,9.17,12.49,11.67,10.1,4.44,12.25,3.02,7.62,6.53,9.08,12.86,9.99,5.42,0.88,4.38,9.22,10.33,9.17
