HEREFORD BURGHILL (Court),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO475442,Long,-2.7665,Lat,52.0945,Elevation,293,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.25,0.44,4,3.23,1.94,0.82,2.8,2.58,1.07,3.61,1.41,0.85,0.74,2.13,0.57,3.8,3.56,0.53,2.09,0.94,1.11,2.53,2.51,2.99,2.24,2.98,1.06,3.33,2.01,3.34,2.86,3.31,0.93,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.37,1.69,3.4,4.84,0.93,1.19,1.92,4.33,0.72,1.58,0.97,0.83,0.51,3.24,1.11,1.42,1.2,2.24,3.84,4.02,1.16,0.87,2.72,0.74,0.15,2.5,5.32,0.28,3.38,1.56,2.17,1.77,0.94,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.19,0.63,0.51,1.33,2.21,1.3,3.84,1.53,3.24,1.15,0.52,3.2,2.13,0.46,1.45,3.89,4.6,1.95,0.5,4.1,3.31,1.62,4.51,3.35,1.31,2.15,1.01,1.2,0.68,0.39,2.31,2.58,0.07,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.63,2.15,2.18,0.84,2.58,1.84,1.84,1.03,2.49,1.05,2.23,3.05,1.69,2.07,0.75,0.18,4.01,0.93,0.9,0.76,1.66,2.09,1.33,3.93,0.59,1.84,2.04,1.73,1.28,2.02,1,1.07,0.79,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.2,4.63,1.52,2.17,0.77,2.24,4.39,2.17,0.6,2.14,3.35,1.57,0.91,1.6,1.19,2.02,2.02,1.83,3.62,2.96,3.28,2.46,0.23,1.39,0.85,0.65,1.11,4.39,3.53,2.01,1.05,0.63,2.05,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.04,1.08,2.34,1.72,2.46,3.05,3.17,0.82,3.32,2.3,2.64,0.78,2.66,4.71,2.07,3.56,0.56,1.99,0.79,1.35,1.72,0.45,0.67,2.64,0.22,0.63,0.34,1.96,0,1.09,3.13,2.67,2.28,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.18,1.17,0.75,2.19,2.58,1.1,2.29,2.37,0.93,0.51,3.9,1.51,2.61,1.59,0.36,2.94,0.45,4.15,4.45,1.89,1.86,2.43,1.87,4.34,0.4,2.7,1.94,4.28,1.71,1.91,2.55,1.24,1.55,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.56,1.33,0.78,3.45,2.14,2.51,3.97,1.74,4.49,1.27,1.74,2.39,1.34,4.36,1.12,6.62,0.9,1.23,2.61,1.55,5.56,2.25,2.26,0.64,2.27,2.03,1.24,2.01,3.73,1.86,3.59,1.64,0.71,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,4.38,2.57,0.68,2.83,0.47,1.55,2.37,2.48,2.27,1.22,0.79,0.56,2.02,2.54,0.47,1.42,0.8,3.14,0.93,0.72,0.77,2.18,7.11,1.37,1.8,1.42,1.28,1.41,4.29,2.69,0.62,3.93,0.97,1.27,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.23,1.82,4.67,2.88,3.26,1.41,3.1,5.81,0.75,1.87,4.51,7.17,2.11,2.48,3.19,1.57,2.62,3.52,2.06,3.87,4.31,2.72,1.05,1.77,2.69,1.26,0.26,3.89,3.23,2.47,2.45,2.01,4.13,4.23,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
