HEREFORD BURGHILL (Hospital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO482433,Long,-2.757386,Lat,52.085615,Elevation,310,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.1,2.72,1.59,2.31,0.58,4.32,3.26,2.62,5.89,3.63,5.52,2.75,5.72,1.91,1.69,2.51,2.05,4.28,0.77,0.46,2.29,1.86,0.52,2.27,3.23,3.67,1.11,1.52,4.12,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.67,0.09,3.83,0.26,1.91,2.19,4.02,0.52,1.23,2.86,2.75,0.4,1.25,0.67,1.43,1.91,1.77,1.34,0.9,4.36,3.05,0.5,1.48,2.1,1.49,0.36,2.79,4.38,0.23,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.49,1.5,1.9,2.15,0.47,2.19,2.69,0.14,1.34,1.34,2.34,2.44,0.91,0.26,0.57,0.63,5.77,1.08,1.43,1.16,3.92,1.86,1.09,2.56,2.29,0.6,1.58,1.09,2.69,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,3.34,2.11,0.95,2.17,3.67,2.16,1.67,0.14,2.04,2.47,0.96,1.45,0.71,0.9,1.01,2.05,2.48,1.71,2.21,1.73,2.34,1.83,2.41,0.26,0.76,2.52,0.11,0.23,3.12,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,3.56,4.79,1.45,1.05,0.38,0.93,2.81,2.11,0.73,2.23,2.21,2.95,2.75,0.37,2.16,3.63,2.37,3.17,2.47,1.07,3.76,2.8,1.51,1.86,5.01,0.33,1.91,2.19,2.06,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,3.46,0.95,1.45,0.79,3.43,3.79,0.67,1.38,1.52,0.75,2.47,0.28,2.39,1.19,2.95,1.65,1.23,2.13,0.42,1.55,0.75,2.04,1.44,3.4,4.62,2.47,0.94,3.29,2.42,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.35,2.17,0.78,1.21,0.28,4.61,2.4,2.56,4.25,2.56,2.29,1.04,1.03,1.66,3.49,2.24,1.7,0.85,1.21,3.16,0.66,0.96,1.91,1.58,0.34,5.41,2.21,4.14,1.62,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.06,2.41,0.51,2.8,1.12,0.22,1.67,3.87,1.51,0.14,3.08,2.67,2.11,2.45,5.3,5.64,0.94,4.32,1.25,3.72,2.92,5.83,3.06,3.36,0.67,3.76,4.91,2.2,0.19,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.68,2.57,1.41,1.21,2.68,2.3,1.42,2.12,0.9,1.85,0.95,1.28,2.17,1.97,1.39,3.72,1.1,2.25,2.34,3.26,2.04,1.62,2.71,1.42,0.63,2.57,4.47,5.95,0.26,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.56,3.95,4.49,0.93,2.39,1.45,3.85,3.09,2.54,3.57,1.84,1.57,2.44,3.98,3.58,1.04,0.29,2.58,5.62,1.06,0.78,3.65,2.18,2.75,1.54,1.63,0.9,2.59,1.75,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,4.99,1.67,0.51,1.3,4.66,2.59,1.37,3.46,4.53,6.93,2.36,0.59,1.6,3.8,0.49,4.8,2.05,1.85,3.12,4.41,5.81,3.15,1.7,6.39,3.28,0.94,1.99,3.08,2.72,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,0.81,1.47,0.59,4.66,3.03,3.23,2.15,4.35,1.52,1.65,1.2,3.44,1.44,1.96,3.94,2.3,2.02,4.74,1.46,1.46,2.23,2.31,1.26,2.1,3.3,2.68,3.16,2.99,5.31,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,29.07,26.4,19.46,20.84,24.6,29.98,27.98,26.36,28,29.98,27.97,20.86,24.52,21.12,28,32.12,23.77,30.3,23.2,27.4,30.55,28.41,21.27,30.05,27.16,26.94,26.08,33.65,26.49,35.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
