"TEVIOTHEAD, SKELFHILL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT458048,Long,-2.855943,Lat,55.334246,Elevation,840,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5.2,4.5,4.6,6.4,5.3,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.5,7.8,3.6,5.3,9.6,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.3,3.3,6.1,8.4,5.8,,,,,
April,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.6,5.8,0.7,6.7,1.9,,,,,
May,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.8,3.4,1.6,2.8,1.8,,,,,
June,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.4,3.9,4.6,2.4,1.1,,,,,
July,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.3,1.1,4.6,0.4,1.6,,,,,
August,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,7.1,3.7,5.9,1.4,2.6,,,,,
September,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.6,1.6,2.1,2.3,1,,,,,
October,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,3,3.8,4.3,5.3,1.2,,,,,
November,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,4.5,8.1,4.5,5.3,8.3,,,,,
December,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,6.7,10.6,12.3,4,11.3,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,52,57.6,54.9,50.7,51.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record has elevation at 950' but this is too high given distance quoted from the house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
