STONEHOUSE (SANATORIUM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS747460,Long,-3.994839,Lat,55.691234,Elevation,526,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,3.58,6.66,8.79,3.81,4.45,3.47,4.93,3.93,5.44,10.63,1.09,5.42,,7.11,4.58,6.08,2.26,4.82,4.86,6.76,3.15,3.41,0.69,5.51,4.24,5.59,3.15,4.45,2.96,7.1,5.19,2.72,4.86,5.28,,,,,,,,
February,,,,,,,,,,0.87,6.08,0.6,2.85,3.95,0.56,4.52,3.86,1.82,5.03,1.55,0.32,,0.03,3.48,0.54,5.69,2.42,4.42,1.7,4.92,1.09,3.17,1.05,5.01,1.85,6.92,3.22,0.4,4.35,4.78,4.35,3.13,1.53,,,,,,,,
March,,,,,,,,,,2.7,4.2,6.45,2.2,1.56,0.98,2.26,3.41,2.52,1.81,0.65,2.23,,2.51,2.67,2.33,2.11,1.9,1.21,2.77,3.17,4.13,2.74,1.67,2.94,0.43,3.09,2.18,3.67,3.95,1.85,3.28,3.08,1.74,,,,,,,,
April,,,,,,,,,,2.62,2.16,1.28,1.43,3.88,2.05,5.25,1.91,2.57,1,1.9,0.98,,3.09,1.66,3.72,3.01,1.02,1.43,0.67,1.81,2.71,1.22,1.62,2.66,2.76,1.86,1.64,6.49,3.83,4,3.94,3.05,2.53,,,,,,,,
May,,,,,,,,,,0.46,5.36,2.02,3.29,1.9,3.71,6.24,2.64,2.01,1.71,2.92,1.31,3.24,2.7,2.55,2.33,0.74,1.31,1.7,3.64,0.52,1.52,3.68,1.71,3.61,2.88,4.54,1.23,3.64,0.87,1.94,1.89,1.63,1.9,,,,,,,,
June,,,,,,,,,,2.94,1.38,0.55,2,1.29,1.41,0.39,2.3,4.04,4.02,1.99,2.53,5.55,1.63,2.11,3.04,4.5,1.83,2.13,4.6,1.61,0.81,0.54,1.23,3.12,3.49,3.31,2.23,3.7,5.17,1.05,2.14,1.6,2.9,,,,,,,,
July,,,,,,,,,,0.86,3.08,3.23,2.94,4.86,3.32,1.91,2.51,3.78,2.89,3.01,2.05,3.82,2.97,4.18,2,1.72,4.38,3.62,4.03,2.99,4.99,3.31,2.68,3.25,3.84,2.55,3.55,2.21,2.6,1.77,4.3,2.37,2.86,,,,,,,,
August,,,,,,,,,,2.92,5.99,7.06,2.95,5.99,3.4,2.98,2.29,4.71,3.95,4.73,4.68,2.24,1.31,2.44,4.52,1.9,2.46,3.96,6.07,1.32,1.76,4.57,3.49,4.74,4.13,1.82,2.41,0.04,5.97,3.84,4,5.34,4.56,,,,,,,,
September,,,,,,,,,,4.7,1.7,2.48,1.73,5.12,4.32,3.08,3.35,6.92,2.87,1.14,4.03,1.05,5.09,1.08,3.19,5.76,3.06,2.55,3.11,1.83,4,0.78,5.04,2.35,4.84,6.13,6.2,4.2,5.24,1.18,9.5,2.87,2.83,,,,,,,,
October,,,,,,,,,,1.12,1.61,4.23,1.74,6.13,3.7,3,4.93,5.19,5.59,4.96,5.71,4,6.17,3.04,6.18,9.08,5.44,4.14,10.58,1.65,3.76,3.27,5.6,7.68,4.52,5.4,0.46,1.72,3.85,4.56,3.75,1.44,3.28,,,,,,,,
November,,,,,,,,,,4.05,3.47,1.65,2.44,4.58,2.51,0.86,5.91,4.24,4.58,6.73,5.87,6.36,3.77,1.67,1.24,5.06,3.65,0.75,8.58,8.58,5.21,2.45,0.96,2.57,7.81,0.57,4.74,7.03,3.64,4.76,3.69,6.31,2.55,,,,,,,,
December,,,,,,,,,,6.9,3.37,8.16,4.37,3.46,6.39,3.75,1.77,0.86,3.79,8.88,,5.52,8.24,0.65,4.43,2.42,5.55,1.85,2.98,2.04,5,2.37,5.65,2.66,4.05,2.96,4.33,2.78,5.34,8.91,1.86,6.87,3.6,,,,,,,,
Total,,,,,,,,,,33.72,45.06,46.5,31.75,47.17,35.82,39.17,38.81,44.1,47.87,39.55,,,44.62,30.11,39.6,44.25,37.84,32.62,55.49,33.59,38.39,28.79,36.21,44.83,46.19,42.3,36.64,38.84,51.91,43.83,45.42,42.55,35.56,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Dec+T deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
