"THIRLESTANE, LAUDER, BERWICKSHIRE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT567479,Long,-2.69089,Lat,55.72257,Elevation,538,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,1,1.45,1.4,3.5,2.5,1.7,3.2,4.55,2,1.9,4.5,6.7,4.3,3.1,2.4,1.6,4.2,3.1,2.5,3.8,1,5.2,4.1,1.2,0.4,2,,,,,,,,
February,,,,,,,1.35,0.31,0.7,1.5,4.5,2.1,1.5,1.5,2.45,2.3,3.8,1.65,2,2.2,1.6,4.1,4,1.9,1.5,1.9,3.3,2.2,1.6,4,2.8,2.5,,,,,,,,
March,,,,,,,0.5,1.76,1.3,2.6,3.3,2.85,2.35,1.6,3.5,1.3,7.9,1.6,2.2,1.2,1,1.5,2.8,1.4,1.5,0.8,4.6,2.6,1.2,2.4,1.9,1.8,,,,,,,,
April,,,,,,,1.59,2.1,1.76,2.8,0.5,1.5,2.2,2,0.8,0.9,1.2,2.6,2.9,2,0.05,3.8,2.9,0.3,1.15,0.45,4.5,3.2,1.9,2.3,2.5,0.7,,,,,,,,
May,,,,,,,3,1.8,2.46,0.4,0.7,0.8,3.5,0.85,2.6,3.2,0.75,1.8,1.5,1.6,1.8,0.9,2.7,1.7,0.95,1.3,0.5,2.2,4,1.9,0.2,2.4,,,,,,,,
June,,,,,,,2.68,2.28,1.6,2.24,5.4,1.25,3.5,2,1.1,0.1,1.5,1.5,0.6,1.8,2.35,3.1,2.5,0.4,1,2.3,3.3,2.2,2.3,5.3,1.4,2.2,,,,,,,,
July,,,,,,,1.93,1.4,3.96,1.65,1.28,4.65,1.7,0.5,1.7,2.1,2.7,4.2,0.3,0.4,0.9,3.5,3.1,4,2,2.6,0.9,3.7,1.6,4,4.9,2.9,,,,,,,,
August,,,,,,,4.18,2.3,1.95,0.63,1.08,3.25,3.3,3.4,1,3.9,3.6,1,3.4,0.95,1.8,1.5,3.7,2.7,5.2,0.9,5,5.5,3.8,2.7,0.2,4.5,,,,,,,,
September,,,,,,,7.2,3.66,2.85,2.06,0.35,4.25,1.65,3,3.85,0.9,2.4,2,3.2,4.3,1.6,3,5.1,1.6,2,3.7,3.6,1.7,4.5,1.6,5.2,3.2,,,,,,,,
October,,,,,,,1.3,1.82,2.55,4.5,3.51,1.2,4,2.6,6.85,7.7,2.3,1.5,1.95,1.9,3.5,2.7,6.3,4.3,3.1,4.45,2.2,3.3,2.5,1.1,3.3,3.3,,,,,,,,
November,,,,,,,0.8,2.75,5.71,3.75,2.8,6.1,4.6,2.8,3.2,2.2,2.9,0.5,2.3,1.6,1.5,3.7,6.6,2.3,4.3,5,4.2,3.3,4.2,2,4.2,,,,,,,,,
December,,,,,,,2.65,2.05,2.25,1.9,3.6,1.7,3,1.65,2.7,2.3,3.1,2.2,4.6,3.2,3.9,2.2,4.65,1.6,3.13,2.3,9,1.9,1.85,1.5,2.9,,,,,,,,,
Total,,,,,,,28.18,23.68,28.49,27.53,29.52,31.35,34.5,26.45,31.75,28.8,36.65,27.25,29.25,24.25,22.4,31.6,48.55,25.3,28.33,29.5,42.1,37,33.55,30,29.9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1850-1859_H_pt1-page-084.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859 data not transcribed probably because year left blank. Values transcribed now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 1858 = 1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_07_pt1-page-069.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_11_pt2-page-001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-092.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
