BRUSHES-RESERVOIR-8-INCH-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ992991,Long,-2.0135254,Lat,53.488611,Elevation,616,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.58,3.83,6.19,3.72,3.52,2.63,4.88,5.14,6.55,3.14,3.72,3.21,2.9,3.53,4.2,9.68,1.68,5.19,5.86,4.45,2.65,2.83,2.72,3.75,4.02,4.7,5.45,2.06,2.39,4.03,5.13,6.18,4.98,5.1,3.27,9.25,2.59,3.3,5.03,4.95,2.3,4.59,3.36,5.35,3.27,4.03,3.95,6.22
February,,,,1.54,2.41,4.1,5.43,0.8,5.74,1.18,4.27,0.41,5.21,4.73,1.08,6.09,3.32,1.59,5.13,0.98,0.52,5.4,0.41,5.32,0.32,5.23,3.28,6.14,1.71,4.14,2.73,5.53,1.68,2.9,3.42,4.95,6.97,1.47,2.56,2.12,5.43,3.52,1.54,3.5,3.01,1.95,1.61,2.85,5.96,0.49,3.32
March,,,,4.29,5.77,1.9,2.44,1.76,1.54,6.41,2.67,3.1,2.64,1.86,1.4,1.82,1.63,4.91,1.78,1.3,2.57,0.38,2.71,2.99,3.3,2.35,2.42,2.51,1.43,2.66,3.36,4.95,2.13,1.61,1.07,1.57,1.39,5.64,1.29,1.99,2.24,5.14,2.94,2.67,2.89,2.35,1.35,3.91,2.45,2.04,0.95
April,,,,4.6,1.58,1.63,2.76,2.07,1.76,2.7,4.85,1.94,3.26,3.19,1.91,2.27,2.13,3.97,1.11,1.77,2.91,4.63,4.11,2.31,2.27,3.29,1.51,3.47,0.56,2.31,3.47,2.91,1.91,2.61,3.42,2.55,1.83,3.13,1.57,4.79,3.97,3,4.6,2.66,1.05,2.31,3.25,0.66,1.29,3.18,2.38
May,,,,3.02,2.52,1.83,3.04,3.8,2.82,2.08,6.78,2.25,1.56,3.9,5.78,4.38,4.95,1.25,1,2.98,1.99,2.43,4.83,1.85,2.86,0.84,0.74,2.41,3.91,2.53,1.81,2.42,3.74,2.36,4.72,3.76,1.39,3.54,1.42,3.1,1.62,1.94,2.7,2.56,3.89,4,1.42,1.25,3.25,1,1.94
June,,,,2.72,3.94,2.9,5.08,1.94,1.94,2.1,3.33,0.4,3.05,1.2,2.8,0.05,3.57,5.24,7.21,1.47,3.65,6.53,0.6,2.75,2.05,4.2,3.2,2.18,4.57,3.1,0.9,2.59,1.26,3.71,3.42,5.31,3.79,2.91,5.12,1.19,3.37,1.6,3.3,4.53,3.72,2.87,3.36,2.4,5.28,2.98,2.03
July,,,,1.35,4.35,5.24,2.31,2.39,4.87,2.42,7.84,1.72,5.11,5.48,4.24,2.23,2.42,4.89,2.18,3.34,7.25,4.51,7.77,4.55,4.91,2.07,4.51,3.45,4.84,7.89,5.76,2.74,5.15,2.59,4.12,2.06,7.29,3.56,2.38,2.43,3.98,4.31,4.24,7.24,7.43,1.34,6.67,5.01,5.45,3.91,7.62
August,,,,2.31,3.49,5.37,2.82,6.19,3.94,3.35,2.94,5.39,5.55,4.6,6.07,3.7,4.99,5.87,6.1,5.53,5.4,6.53,1.46,1.51,3.09,1.92,2.94,1.86,3.69,2.26,2.35,6.04,4.99,6.92,4.02,3.19,4.9,0.53,5.5,3.63,4.96,5.9,3.2,5.49,7.31,0.74,11.01,5.75,4.26,0.43,6.25
September,,,,2.19,2.66,0.96,2.82,2.81,10.05,2.14,2.73,1.1,4.19,4.37,3.53,4.03,3.33,6.68,0.94,1.89,4.32,4.69,4.76,1.53,3.37,6.52,6.63,1.87,1.97,1.44,4.16,0.7,2.82,5.29,5.67,3.14,6.14,2.5,2.74,1.18,6.5,3.04,4.45,2.81,5.23,2.23,2.96,8.07,4.99,0.27,3.44
October,,,,2.11,2.73,1.79,5.51,6.01,3.39,3.05,1.19,2.74,1.04,4.63,6.03,5.2,3.88,3.52,4.03,5.32,5.59,2.13,8.03,5.12,5.65,7.19,4.59,1.85,8.33,2.44,3.61,5.54,6.73,3.07,4.17,6.31,0.69,0.88,3.09,3.6,2.54,1.15,4.79,2.27,8.09,2.46,3.22,5.11,3.9,3.48,4.5
