QUANTOCKSHEAD-ST-AUDRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST108422,Long,-3.277296,Lat,51.172058,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2094/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.72,4.71,3.78,1.81,1.21,3.09,2.99,1.27,4.48,1.13,1.13,1.78,3.07,0.81,5.47,5.81,0.64,2.76,0.89,0.83,4.31,4.23,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.34,4.15,5.41,0.65,1.4,2.27,4.73,0.99,1.96,0.96,1.48,0.28,4.11,1.76,3.04,1.05,2.55,5.34,7.35,1.31,1.43,3.45,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.01,0.73,1.28,1.71,1.57,3.84,3.04,3.45,1.74,0.55,3.61,2.93,0.44,2.11,4.58,4.4,4.94,0.7,4.09,2.96,1.13,4.3,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.12,3.15,0.75,2.75,1.4,2.14,0.89,1.61,0.89,3.7,1.73,1.66,3.06,1.53,0.12,3.89,1.41,0.66,0.79,1.68,2.19,1.65,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,4.65,2.44,1.8,1,2.01,2.63,1.98,0.63,3.77,2.03,1.5,1.2,2.73,1.08,2.49,2.88,1.23,2.82,3.14,2.19,1.24,0.6,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.22,1.55,0.51,1.87,2.17,4.19,4.13,0.65,2.48,2.32,1.58,0.24,3.32,3.23,2.86,6.89,1.03,2.75,1.28,1.31,5.46,1.3,1.14,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.09,0.21,0.58,2.07,2.19,1.4,3.38,0.92,1.29,0.42,2.54,1.31,1.07,2.55,0.08,2.32,1.09,5.64,3.23,0.9,2.07,3.86,1.97,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.55,2.85,0.77,4.1,1.95,2.28,3.87,1.8,4.46,1.58,1.78,3.3,1.55,4.47,0.98,8.24,2.26,1.67,1.87,5.71,5.76,2.43,2.52,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,3.62,1.15,2.61,0.56,1.67,2.55,3.75,1.52,1.07,0.69,0.43,3.23,2.7,0.33,1.65,0.98,2.86,1.75,1.89,2.02,1.37,7.21,3.12,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.87,3.04,3.07,3.51,2.11,2.83,7.54,1.37,1.25,3.45,6.21,3.91,4.6,5.46,3.18,4.56,4.32,3.96,3.39,5.68,4.19,2.06,2.33,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.12,3.72,2.45,4.82,0.79,3.72,1.87,1.62,3.61,2.54,2.59,1.31,1.04,4.57,3.4,2.8,3.14,3.29,2.01,4.36,1.16,2.72,2.28,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,4.56,2.47,3.71,4.97,4.89,1.72,3.84,2.05,0.79,2.05,4.63,2.98,4.9,6.49,8.89,4.22,2.72,7.7,6,3.74,0.62,3.16,4.9,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,23.83,28.88,34.92,23.69,26.28,42.35,23.56,22.9,25.89,28.13,25.73,27.03,40.51,28.33,45.71,35.45,37.53,31.95,39.98,29.6,33.04,32.49,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
