BLUNDESTON HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1379,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.46,1.52,
February,,,,,,,,,,0.52,1.12,
March,,,,,,,,,,0.07,0.95,
April,,,,,,,,,,1.38,1.72,
May,,,,,,,,,,1.01,2.97,
June,,,,,,,,,,0.88,0.72,
July,,,,,,,,,,2.62,4.36,
August,,,,,,,,,,1.20,2.91,
September,,,,,,,,,,0.19,6.47,
October,,,,,,,,,,2.82,0.75,
November,,,,,,,,,,3.48,3.63,
December,,,,,,,,,,4.09,2.08,
Total,,,,,,,,,,19.72,29.20,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.72,29.20,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
