BEDDINGTON-SEWAGE-FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ297659,Long,-0.137835,Lat,51.377346,Elevation,129,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.08,0.99,1.74,0.92,2.83,2.99,0.5,3.37,0.9,0.81,2.53,2.58,2.18,1.49,2.3,1.35,2.21,1.57,2.2,1.93,2.92,0.85,2.92,1.03,2.26,1.73,1.83,0.95,4.26,4.66,1.65,4.39,2.15,1.82,2.43,5.07,1.55,1.64,1.54,1.54,2.61,0.93,0.84,2.98,2.04,0.94,1.25,2.35,3.57,1.36,1.81,2.29,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.9,0.49,3.39,0.9,1.32,0.68,2.95,3.56,3.43,0.66,0.79,1.77,0.45,0.14,1.94,3.47,0.41,3.72,2.11,3.92,1.33,0.59,0.63,1.43,0.27,2.57,0.32,2.79,1.91,4.08,0.77,1.57,1.42,2.04,0.52,1.67,0.7,1.16,1.94,1.02,1.18,1.15,4.22,7.34,0.94,1.18,2,1.6,0.3,2.8,2.04,0.07,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.41,2.59,1.05,1.3,2.82,2.63,3.48,0.52,3.31,1.26,0.72,2.64,1.78,1.07,1.56,1.9,0.56,0.82,0.17,2.26,2.11,0.08,1.25,0.47,1.29,1.59,2.32,0.17,1.11,3.06,0.43,1.2,3.11,2.9,1.87,0.23,0.05,0.94,1.08,4.28,0.74,0.75,0.76,3.03,2.36,0.41,1.69,1.08,0.95,0.7,1.15,2.08,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.76,1.77,2.05,1.81,0.04,2.26,0.8,1.18,1.12,1.69,2.8,1.97,2.27,1.27,2.51,1.74,3.32,2.18,3.4,1.58,1.67,1.03,2.18,3.32,2.45,0.68,2.79,2.59,1.72,2.24,0.17,2.57,1.38,1.2,0.99,0.89,1.22,1.19,2.15,1.49,1.29,1.64,2.53,2.83,1.23,2.32,0.35,0.24,1.13,0.21,1.35,1.94,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.25,1.04,1.55,0.84,1.06,1.03,1.3,2.79,2.09,1.76,1.68,0.06,0.45,1.77,0.9,2.11,2.63,1.51,1.15,1.04,2.19,1.24,3.08,2.52,4.27,3.29,0.69,1.4,0.41,2.67,1.56,1.98,0.97,1.54,3.33,2.38,0.38,2.88,3.36,0.96,1.38,1.67,1.23,2.25,2.11,1.63,2.47,3.86,0.36,1.3,2.37,0.76,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.16,3.05,1.63,2.27,2.74,0.22,1.21,0.38,2.43,1.55,0.83,1.08,2.04,0.12,1.33,0.29,2.12,0.09,3.13,2.97,2.46,0.79,0.84,1.24,0.83,1.91,0.92,3.47,2.39,2.04,0.41,1.36,0.29,2.01,0.85,1.16,2.05,1.23,2.28,2.36,1.88,0.91,1.28,0.91,1.87,1.44,3.58,1.8,1.99,0.63,4.74,0.7,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,3.24,2.93,1.93,0.28,1.53,1.86,1.49,3.02,1.24,4.86,5.75,1.76,3.35,0.1,3.04,2.02,3,3.55,1.4,3.23,2.11,1.98,1.91,2.67,2.41,2.09,2.27,0.69,3.12,0.76,1.21,2.29,2.14,3.08,2.24,1.12,1.94,3.33,1.71,1.23,0.94,0.55,2.96,2.48,0.63,3.94,2.76,1.05,4.63,2.47,2.68,1.53,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.22,1.68,3.29,0.92,5.09,1.99,1.05,2.44,3.1,4.02,0.73,2.46,1.58,0.88,2.36,2.2,2.98,1.63,1.43,3.74,2.65,1.47,2.8,5.04,1.41,0.66,2.22,2.35,0.6,2.29,2.97,2.51,0.01,3.62,1.45,1.38,2.67,1.5,4.28,0.07,3.53,1.17,1.52,2.62,2.1,1.37,2.59,1.72,3.05,3.18,3.37,1,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.35,2.37,0.88,1.02,2.68,1.53,0.67,2.01,1.3,1.92,3.96,1.2,2.95,1.37,1.7,1.28,2.7,2.48,1.14,4.5,0.82,0.11,2.4,1.7,1.36,2.43,1.13,2.79,2.34,2.54,2.44,1.74,1.38,0.58,1.9,1.47,2.52,1.32,2.91,1.13,1.21,0.37,2.56,2.82,2.96,2.65,1.77,1.94,2.25,2.59,4.82,0.07,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.05,3.57,2.66,3.3,2.1,3.9,1.12,2.24,2.94,2.93,1.2,0.56,0.74,0.48,1.05,5.29,3.28,2.46,2.56,1.03,4.21,3,0.87,0.67,5.5,1.54,1.23,3.28,1.97,2.66,2.19,5.54,2.53,0.69,4.05,2.44,3.24,2.05,1.14,0.18,1.72,5.36,0.35,1.1,2.47,3.7,1.27,3.23,1.07,1.56,2.87,2.22,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
