HATHERSAGE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6193,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,5.05,,
February,,,,,,,,,,3.09,,
March,,,,,,,,,,1.49,,
April,,,,,,,,,,3.15,,
May,,,,,,,,,,3.20,,
June,,,,,,,,,,2.36,,
July,,,,,,,,,,1.14,,
August,,,,,,,,,,1.35,,
September,,,,,,,,,0.48,5.48,,
October,,,,,,,,,5.29,2.88,,
November,,,,,,,,,4.47,1.78,,
December,,,,,,,,,3.65,2.72,,
Total,,,,,,,,,,33.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.89,33.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
