EGHAM-COOPERS-HILL-(8-INCH-GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU995721,Long,-0.56985,Lat,51.439167,Elevation,280,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,0243/4/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,4.04,0.82,4.67,1.39,2.94,0.38,1.68,1.22,2.22,2.23,1.81,3.71,1.82,0.93,1.15,2.29,1.71,0.62,1.44,2.94,2.16,0.64,,1.01,2.65,2.87,,,,,,,,,
February,,,,,,1.09,1.92,1.51,1.49,3.47,2.9,2.5,1.51,3.4,1.63,2.76,0.57,0.55,1.07,1.88,0.9,0.09,1.42,3.06,1.61,0.1,0.35,,1.18,2.29,4.22,,,,,,,,,
March,,,,,,0.46,2.6,2.38,0.9,0.69,0.72,2.17,0.94,0.94,1.47,1.63,1.41,1.95,3.2,1.61,1.6,1.63,0.99,0.24,1.5,1.46,3.4,,1.01,0.61,1.05,,,,,,,,,
April,,,,,,1.64,1.61,2.42,2.98,2.92,1.84,0.82,2.86,1.11,1.37,1.43,2.47,1.03,1.72,2.12,1.65,0.99,0.8,0.12,1.71,1.08,0.59,,1.02,2.22,0.98,,,,,,,,,
May,,,,,,1.36,0.85,1.95,3.61,3.6,0.36,1.23,1.5,1.77,0.82,2.61,3.89,1.37,1.22,2.92,1.61,2.96,0.99,0.76,1.73,0.37,0.28,,2.26,1.12,1.29,,,,,,,,,
June,,,,,,2.14,2.43,0.69,2.43,5.73,2.66,2.19,2.73,2,1.47,2.05,1.38,1.29,2.35,0.91,3.31,1.54,2.67,0.76,2.19,0.33,2.16,,1.19,1.41,2.42,,,,,,,,,
July,,,,,,5.43,1.13,2.64,0.74,3.17,4.62,2.54,2.3,2.7,2.03,0.3,1.84,0.81,5.96,2.22,5.42,2.45,2.58,2.27,4.65,4.95,1.12,,0.93,0.55,0.69,,,,,,,,,
August,,,,,,0.64,2.45,3.08,3.43,5.38,0.87,4.65,1.49,0.61,1.49,1.31,0.62,1.76,2.41,2.03,1.79,4.31,4.46,1.28,2.77,1.88,2.17,,1.13,0.55,2.56,,,,,,,,,
September,,,,,,1.62,2.86,1.88,0.93,2.69,4.88,2.44,2.81,2.8,1.54,4.58,1.97,1.75,1.16,1.33,0.88,1.4,3.21,0.98,2.23,1.38,6.11,,0.63,2.1,0.65,,,,,,,,,
October,,,,,,4.21,1.47,1.81,1.66,0.7,4.36,2.17,5.4,1.59,0.93,3.65,3.27,1.4,1.41,3.03,1.01,6.13,4.45,6.07,4.47,2.94,2.27,,3.44,3.27,2.09,,,,,,,,,
November,,,,,,3.11,3.61,3.92,2.33,0.63,1.94,2.76,2.46,2.44,1.91,3.11,2.5,3.37,4.29,0.92,2.06,2.3,2.1,1.96,3.75,4,1.25,,2.65,4.13,1.85,,,,,,,,,
December,,,,,,0.87,5.5,1.6,1.58,0.79,3,2.82,2.11,0.49,2.22,0.94,4.09,1.42,1.47,1.37,0.8,3.91,1.33,2.87,2.1,2.41,3.21,,2.37,1.31,2.99,,,,,,,,,
Total,,,,,,26.61,27.25,28.55,23.47,32.71,28.53,27.97,27.33,22.07,19.11,26.18,27.72,18.52,27.19,21.49,23.32,29.42,25.62,21.81,31.65,23.06,23.55,,18.82,22.21,23.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exact location unknown as no features noted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR from later sequence used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875 Oct 21 More than half an inch believed to have been abstracted from the gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
