EDINBURGH BLACKET PLACE,,,,,,,,,,,,
Grid ref,NT267722,Long,-3.174957,Lat,55.937244,,,,,,,
Station no,RR6288,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.38,,,,,,,,,,,
February,3.57,,,,,,,,,,,
March,1.06,,,,,,,,,,,
April,1.35,,,,,,,,,,,
May,1.35,,,,,,,,,,,
June,2.83,,,,,,,,,,,
July,2.92,,,,,,,,,,,
August,5.68,,,,,,,,,,,
September,1.86,,,,,,,,,,,
October,4.87,,,,,,,,,,,
November,5.42,,,,,,,,,,,
December,4.43,,,,,,,,,,,
Total,38.72,,,,,,,,,,,
Calc annual,38.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
