GLENDEVON (BACKHILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN965044,Long,-3.670671,Lat,56.220867,Elevation,1067,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,9.74,5.04,7.34,5.46,8.15,11.17,9.61,16.09,2.29,8.91,3.92,7.24,7.67,10.5,1.59,8.07,7.04,11.82,6.48,1.15,3.3,5.7,7.59,8.85,2.95,7.21,,,7.27,4.76,5.71,3.36,2.61,4.93,3.12,,,,,
February,,1.47,4.53,7.47,1.46,7.92,8.52,3.59,9.12,2.4,1.19,5.12,0.19,4.91,0.83,6.66,4.25,5.51,2.82,8.59,2.3,6.14,2.3,6.37,2.77,8.88,4.41,,,6.88,6.18,4.21,1.25,3.64,6.54,1.46,,,,,
March,,12.41,5.4,4.14,1.27,2.11,4.79,5.34,6.38,0.96,6.18,1.18,3.8,4.81,5.3,2.97,4.27,3.85,5.24,5.29,5.79,3.15,3.87,4.02,0.47,5.42,4.97,,,2.21,4.17,3.89,6,2.77,5.61,1.62,,,,,
April,,2.04,3.59,4.03,3.2,7.17,3.7,3.26,2.48,1.27,2.03,3.25,7.18,2.57,8.49,6.17,1.97,3.24,0.84,3.43,4.27,3.28,5.3,4.47,4.63,2.04,1.66,,,6.13,4.57,4.99,3.03,3.4,2.26,3.46,,,,,
May,,4.34,5.82,2.28,7.75,8.61,4.42,3.5,2.12,5.12,3.68,5.49,4.52,2,3.74,0.67,1.6,3.3,7,2.35,1.92,4.99,5.84,4.88,4.22,7.27,1.81,,,3.93,2.42,2.33,2.03,3.51,6.85,5.29,,,,,
June,,0.25,2.3,2.8,3.5,1,5.7,5.72,5.73,3.5,3.56,6.47,2.3,2.66,3.04,5.24,2.4,3.86,8.11,3.39,1.02,1.61,1.73,5.36,5.13,6.6,4.33,,,1.51,2.6,4.28,5.77,2.79,3.86,2.93,,,,,
July,,4.93,5.57,4.17,8.2,2.01,3.85,5.21,4.67,5.73,5.45,7.49,5.72,5.38,3.6,1.32,5.32,5.01,5.92,6.87,6.06,4.44,4.29,3.15,4.25,4.8,5.53,,,2.38,7.13,5.96,3.55,8.01,3.52,1.55,,,,,
August,,8.26,3.08,8.88,5.76,4.81,4.34,8.32,6.46,8.21,8.04,3.17,2.17,3.44,6.29,4.79,3.72,4.21,3.67,2.43,2.12,6.06,7.74,7.87,4.46,2.84,6.71,,,5.03,8.48,9.1,5.77,3.84,4.75,1.79,,,,,
September,,2.88,3.03,8.08,8.17,4.14,5.27,8.94,6.34,1.81,7.04,2.29,4.5,2.51,7.75,8.49,4.04,4.39,7.59,3.11,3.85,2.13,8.07,5.88,4.23,7.93,9.33,,,2.69,11.03,5.06,4.07,6.96,8.14,4.75,,,,,
October,,6.93,3.87,9.08,5.13,5.08,6.56,8.24,9.78,7.4,8.99,5.28,8.37,5.35,9.29,11.71,5.8,4.73,11.85,4.57,5.83,6.14,6.07,12.95,6.51,8.58,0.51,,,7.08,6.12,1.49,6.02,4.53,11.58,5.27,,,,,
November,,3.83,4.64,4.32,4.96,1.37,10.42,7.21,7.96,9.38,8.04,11.73,5.79,3.52,2.43,7.44,5.18,1.1,11.58,12.94,7.96,4.81,1.45,3.29,9.3,1.04,9.99,,4.41,6.15,6.23,9.86,2.65,8.53,11.89,3.44,,,,,
December,,9.64,7.45,4.31,11.41,5.86,1.75,2.05,7.21,11.49,5.83,5.48,12.56,2.08,10.16,4.46,8.91,5.42,5.44,3.53,6.28,5.34,8.19,4.66,5.97,5.66,7.38,,8.58,10.06,2.67,10.92,6.23,7.93,9.23,,,,,,
Total,,66.72,54.32,66.9,66.27,58.23,70.49,70.99,84.34,59.56,68.94,60.87,64.34,46.9,71.42,61.51,55.53,51.66,81.88,62.98,48.55,51.39,60.55,70.49,60.79,64.01,63.84,,,61.32,66.36,67.8,49.73,58.52,79.16,,,,,,
