KINGSBRIDGE-BURTON-(BOLT-TAIL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX689399,Long,-3.8393,Lat,50.2451,Elevation,297,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,6.8,5.2,4.4,4.74,2.63,4.09,7.62,6.13,4.09,5.47,1.06,6.67,1.7,6.51,0.91,2.54,1.74,,3.65,2.33,5.17,2.86,1.48,1.4,4.79,3.21,1.54,,,,,,,
February,,,,,,,3.95,1.29,1.57,3.64,2.46,2.94,4.53,3.59,2.64,1.55,2.96,1.98,1.83,5.29,3.16,3.66,1.75,,4.44,3.97,1.84,0.75,0.79,2.46,1.28,0,2.29,,,,,,,
March,,,,,,,3.45,5.15,0.97,2.37,3.56,1.52,3.22,5.66,1.16,1.63,4.09,3.73,2.23,0.72,3.12,3.5,1.79,,3,1.4,3.73,2.71,3.69,,1.75,3.4,0.82,,,,,,,
April,,,,,,,2.58,1.38,3.42,0.93,0.19,5.42,1.44,0.35,1.91,1.69,2.7,4.96,5.43,4.22,0.83,1.4,5,,2.22,2.62,1.89,1,1.56,1.24,3.14,1.22,1.17,,,,,,,
May,,,,,,,2.29,3.82,1.89,4.75,1.37,0.57,1.9,1.66,1.09,2.32,0.38,2.84,3.23,2.45,0.63,0.6,1.13,,0.7,2.76,3.2,1.41,2.02,2.92,1.91,3.16,0.34,,,,,,,
June,,,,,,,1.74,0.28,0.6,0.45,0.08,2,3.81,2.06,1.53,3.17,1.02,1.09,2.16,7,1.47,3.34,3.22,1.73,0.73,1.3,1.37,0.45,2.51,0.63,3.21,3.36,0.43,,,,,,,
July,,,,,,,0.75,3.32,0.49,0.52,1.95,4.37,3.24,2.71,1.88,3.92,0.94,2.7,2.17,3.76,2.69,1.59,2.91,2.01,3.15,0.41,3.86,0.74,5,4.92,3.18,2.51,1.34,,,,,,,
August,,,,,,,3.44,1.15,4.26,0.52,1.24,1.86,1.62,3.79,2.52,2.59,4.49,3.43,4.27,6.62,0.64,4.37,2.51,0.68,1.23,1.25,1.74,1.53,2.59,2.58,3.52,5.81,2.77,,,,,,,
September,,,,,,,7.64,1.77,4.67,5.29,1.29,7.57,2.91,3.44,6.95,5.74,5.11,2.71,2.75,3.7,3.08,2.75,4.11,3.64,1.36,3.64,1.07,2.79,1.16,1.77,0.75,2.83,,,,,,,,
October,,,,,,,2.91,2.65,3.58,1.7,3.9,4.08,5.37,2.83,5.82,6.42,3.27,2.4,2.42,1.3,6.25,3.2,8.08,2.85,1.03,5.51,6.05,3.51,1.9,6.68,0.93,7.77,,,,,,,,
November,,,,,,,2.19,0.75,3.45,2.45,2.7,1.31,4.83,4.71,3.89,4.97,6.99,5.36,2.75,1.29,4.07,3.6,4.6,4.33,1.3,4.77,3.4,4.27,9.59,2.24,3.44,4.2,,,,,,,,
December,,,,,,,3.84,0.76,6.42,5.61,3.38,2.66,5.89,0.45,6.17,0.85,9.89,2.3,2.64,1.37,4.84,3.67,4.67,0.97,4.22,2.06,7.73,3.18,2.77,2.82,6.41,5.65,,,,,,,,
Total,,,,,,,41.58,27.52,35.72,32.97,24.75,38.39,46.38,37.38,39.65,40.32,42.9,40.17,33.58,44.23,31.69,34.22,41.51,,27.03,32.02,41.05,25.2,35.06,,34.31,43.12,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In an exposed situation on the Burton Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is just off Ridges Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889 March Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892 Sept Gauge moved 0.5mile NW to South Huish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
