"BUXTON (LONGHILL)",,,,,,,,,,,,
Grid ref,SK031752,Long,-1.954974,Lat,53.273777,,,,,,,
Station no,2643/2/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.80,6.20,3.04,4.90,3.20,8.30,3.57,5.70,5.00,7.71,,
February,5.70,4.01,2.87,5.00,3.24,1.50,3.75,9.70,1.00,3.85,,
March,7.85,3.80,3.52,4.15,4.00,1.80,4.75,2.90,2.78,2.39,,
April,3.42,4.50,4.50,0.90,3.55,2.20,0.56,2.15,3.45,3.06,,
May,2.60,2.56,2.53,3.50,5.00,1.20,3.45,5.00,0.91,2.18,,
June,2.70,3.75,3.91,4.20,4.05,3.75,2.27,6.45,1.35,2.26,,
July,3.55,4.00,5.78,7.30,2.00,6.00,6.80,5.75,3.62,8.20,,
August,6.50,2.57,5.20,6.00,0.90,11.25,6.50,4.30,1.20,4.90,,
September,3.20,4.47,3.80,5.91,4.55,4.20,10.90,6.60,0.27,4.42,,
October,1.40,4.93,2.80,8.35,3.55,3.30,4.85,4.95,4.24,7.02,,
November,12.50,3.72,3.50,8.75,3.50,1.95,2.35,2.00,5.50,6.75,,
December,8.00,4.97,2.60,8.70,6.00,7.30,6.40,4.38,8.41,5.60,,
Total,65.22,49.48,44.05,67.66,43.54,62.75,56.15,59.88,37.73,58.34,,
Calc annual,65.22,49.48,44.05,67.66,43.54,52.75,56.15,59.88,37.73,58.34,,
Difference,0.00,0.00,0.00,0.00,0.00,10.00,-0.00,0.00,-0.00,-0.00,,
