"DRINKSTONE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2391,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,2.23,,
February,,,,,,,,,,0.89,,
March,,,,,,,,,,0.47,,
April,,,,,,,,,,1.63,,
May,,,,,,,,,,2.13,,
June,,,,,,,,,,1.32,,
July,,,,,,,,,,1.72,,
August,,,,,,,,,,1.70,,
September,,,,,,,,,,3.13,,
October,,,,,,,,,,1.72,,
November,,,,,,,,,,2.99,,
December,,,,,,,,,,1.37,,
Total,,,,,,,,,,21.30,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.30,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
