"CRESSAGE (HARNAGE GRANGE)",,,,,,,,,,,,
Grid ref,SJ569021,Long,-2.637995,Lat,52.614952,,,,,,,
Station no,2285/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.13,2.21,0.59,1.23,2.65,2.10,1.65,1.74,3.00,,,
February,2.63,0.54,1.73,1.71,2.10,0.58,2.38,3.20,,,,
March,4.31,1.26,1.82,1.96,3.08,0.79,1.32,1.27,1.50,,,
April,1.94,1.43,3.33,0.48,0.84,1.68,0.59,0.49,3.00,,,
May,3.08,2.24,2.71,2.62,4.06,0.32,0.92,1.71,3.00,,,
June,0.82,2.65,1.85,3.09,3.10,1.26,1.66,4.07,1.50,,,
July,1.89,0.76,2.31,1.86,0.40,1.57,2.18,3.42,1.14,,,
August,3.24,2.72,1.86,3.99,2.60,5.09,4.89,2.83,0.37,,,
September,2.02,1.64,2.27,1.85,2.16,2.85,4.36,5.46,,,,
October,0.83,4.28,1.89,3.19,1.27,2.20,1.89,2.83,2.76,,,
November,6.48,2.35,1.62,5.19,2.07,0.49,2.14,1.98,2.80,,,
December,2.40,2.84,1.24,1.85,2.40,3.16,1.03,2.37,3.50,,,
Total,31.77,24.92,23.22,29.02,26.73,22.09,25.01,31.37,,,,
Calc annual,31.77,24.92,23.22,29.02,26.73,22.09,25.01,31.37,22.57,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,NaN,NaN,,
